,169,170,603,601,701,714,XLK,XLV,XOP,QQQ,SHV,BIL,273011,695437,593038,LMB,AGM,TDS,MCD,FMY,EOI
,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,closingPrice,closingPrice,closingPrice,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close
2016-09-16,,,,,,,43.52756881713867,64.38775634765625,128.30166625976562,111.63764190673828,100.44961547851562,83.75142669677734,,,,11.779999732971191,33.74345397949219,21.603334426879883,97.98722839355469,9.98725700378418,7.539216995239258
2016-09-18,435.12,1042.75,308.16,340.03,280.24,332.15,,,,,,,24900.0,4644.0,4716.0,,,,,,
2016-09-19,436.76,1043.87,307.81,339.8,280.27,332.02,43.44459533691406,64.15560150146484,128.15968322753906,111.15218353271484,100.44048309326172,83.75142669677734,24850.0,4681.0,4756.0,11.699999809265137,32.889705657958984,21.373685836791992,97.927734375,10.000998497009277,7.53324031829834
2016-09-20,435.45,1027.8,307.44,339.55,280.31,331.27,43.41693115234375,64.35202026367188,126.1710433959961,111.36160278320312,100.4769287109375,83.75142669677734,24700.0,4650.0,4765.0,11.550000190734863,32.59447479248047,21.144027709960938,98.98171997070312,9.980379104614258,7.5212812423706055
2016-09-21,434.17,1027.16,307.11,339.06,280.28,330.95,43.90559005737305,64.99491882324219,130.75196838378906,112.45618438720703,100.4769287109375,83.75142669677734,24930.0,4710.0,4771.0,11.510000228881836,33.00140380859375,21.492464065551758,99.38973999023438,9.856657981872559,7.59111213684082
2016-09-22,438.8,1048.15,307.89,339.88,280.28,331.9,44.1729621887207,65.48602294921875,131.95933532714844,113.35089111328125,100.4769287109375,83.76973724365234,25000.0,4875.0,4921.0,11.789999961853027,33.767391204833984,21.848827362060547,99.75524139404297,9.932265281677246,7.621211051940918
2016-09-23,,,,,,,43.78573226928711,65.28064727783203,128.37271118164062,112.62750244140625,100.50418853759766,83.76973724365234,,,,11.800000190734863,33.400367736816406,21.571659088134766,99.5937271118164,9.939138412475586,7.603150367736816
2016-09-25,439.9,1049.49,308.07,340.0,280.25,332.26,,,,,,,25340.0,4835.0,4885.0,,,,,,
2016-09-26,436.61,1080.63,308.0,340.2,280.24,331.9,43.52756881713867,64.52165985107422,128.05308532714844,111.6852035522461,100.52240753173828,83.76973724365234,25140.0,4806.0,4868.0,11.729999542236328,32.51467514038086,21.56374168395996,99.04972839355469,9.891021728515625,7.536933898925781
2016-09-27,436.48,1071.96,307.65,340.06,280.25,330.9,44.00700378417969,64.97705078125,125.1767349243164,112.78932189941406,100.4769287109375,83.75142669677734,25100.0,4780.0,4821.0,11.800000190734863,32.28328323364258,21.50038719177246,99.34720611572266,9.91851806640625,7.603150367736816
2016-09-28,436.45,1076.29,307.57,339.91,280.26,331.12,44.08998489379883,64.87884521484375,132.98915100097656,112.97969055175781,100.51332092285156,83.75142669677734,25170.0,4796.0,4820.0,11.699999809265137,32.46680450439453,21.935941696166992,97.9022445678711,9.92539119720459,7.609173774719238
2016-09-29,433.05,1069.27,307.63,339.68,280.44,331.43,43.82260513305664,63.73590850830078,133.98348999023438,112.16111755371094,100.50418853759766,83.75142669677734,25090.0,4765.0,4790.0,11.899999618530273,31.820505142211914,21.66669273376465,97.57073211669922,9.897897720336914,7.579071044921875
2016-09-30,,,,,,,44.05310821533203,64.38775634765625,136.57577514648438,112.99873352050781,100.4951171875,83.76973724365234,,,,11.899999618530273,31.51729393005371,21.524147033691406,98.05525207519531,9.939138412475586,7.6151862144470215
2016-10-03,,,,,,,43.92403030395508,64.33419036865234,136.85986328125,112.8369140625,100.45233917236328,83.75142669677734,,,,11.84000015258789,32.355106353759766,21.539981842041016,97.4432373046875,10.004730224609375,7.645293235778809
2016-10-04,,,,,,,43.76729202270508,64.20919036865234,135.2263946533203,112.66558837890625,100.45233917236328,83.76973724365234,,,,11.800000190734863,31.692838668823242,21.650848388671875,96.47425842285156,9.997827529907227,7.597126007080078
2016-10-05,436.99,1074.57,307.55,338.96,280.38,331.52,43.92403030395508,64.45917510986328,138.42239379882812,113.06534576416016,100.47965240478516,83.76973724365234,25430.0,4800.0,4796.0,11.890000343322754,32.23541259765625,21.539981842041016,96.39774322509766,9.990920066833496,7.609173774719238
2016-10-06,437.14,1077.06,307.61,338.93,280.28,331.61,44.02545928955078,64.21807861328125,138.1383056640625,113.00822448730469,100.45233917236328,83.76973724365234,24960.0,4820.0,4817.0,11.829999923706055,32.55457305908203,21.437034606933594,96.83123779296875,9.997827529907227,7.603150367736816
2016-10-07,,,,,,,43.90559005737305,64.17344665527344,136.11415100097656,112.7607650756836,100.48872375488281,83.76973724365234,,,,12.140000343322754,32.5306396484375,21.128190994262695,96.43172454833984,9.949496269226074,7.554989814758301
2016-10-09,441.52,1082.87,307.84,339.14,280.28,332.21,,,,,,,25510.0,4870.0,4898.0,,,,,,
2016-10-10,444.57,1087.61,308.0,339.08,280.33,332.77,44.209861755371094,64.46810913085938,138.88400268554688,113.47461700439453,100.4614486694336,83.76973724365234,25510.0,4951.0,4948.0,12.369999885559082,33.017372131347656,21.539981842041016,97.50271606445312,9.935683250427246,7.59111213684082
2016-10-11,,,,,,,43.71197509765625,62.85193634033203,137.1794891357422,111.85652923583984,100.48872375488281,83.75142669677734,,,,12.5,32.74607849121094,21.207378387451172,96.62723541259766,9.921876907348633,7.548969745635986
2016-10-12,,,,,,,43.78573226928711,62.557281494140625,135.75904846191406,111.76136016845703,100.47050476074219,83.76973724365234,,,,12.800000190734863,32.93756866455078,21.318248748779297,97.50271606445312,9.928779602050781,7.524893283843994
2016-10-13,435.83,1071.62,307.73,338.82,280.28,332.57,43.50912094116211,62.58407211303711,135.19085693359375,111.36160278320312,100.49785614013672,83.75142669677734,25170.0,4925.0,4880.0,13.350000381469727,32.323177337646484,21.07275390625,98.09772491455078,9.859732627868652,7.4707112312316895
2016-10-14,,,,,,,43.67509078979492,62.164398193359375,133.73492431640625,111.49486541748047,100.49785614013672,83.75142669677734,,,,13.649999618530273,32.57052230834961,21.18362045288086,96.97574615478516,9.859732627868652,7.476733684539795
2016-10-17,,,,,,,43.582889556884766,61.95903015136719,132.705078125,111.19027709960938,100.49785614013672,83.75142669677734,,,,13.449999809265137,32.698204040527344,21.223220825195312,95.5477523803711,9.818307876586914,7.332254409790039
2016-10-18,442.0,1076.8,307.78,338.89,280.42,332.76,43.82260513305664,62.700157165527344,132.705078125,112.18016815185547,100.48872375488281,83.75142669677734,25800.0,5000.0,4936.0,12.970000267028809,33.00938415527344,21.357847213745117,94.56175994873047,9.76307487487793,7.4044952392578125
2016-10-19,442.11,1077.05,308.08,339.21,280.36,333.25,43.90559005737305,62.46799850463867,134.94227600097656,112.170654296875,100.5069580078125,83.76973724365234,25680.0,4934.0,4919.0,13.4399995803833,33.52802658081055,21.32616424560547,94.57025146484375,9.76307487487793,7.476733684539795
2016-10-20,443.01,1067.91,308.32,339.34,280.3,333.41,43.70275115966797,62.76264572143555,135.29737854003906,112.03739929199219,100.47965240478516,83.75142669677734,25550.0,4939.0,4935.0,13.859999656677246,33.12907028198242,21.144027709960938,93.9837646484375,9.735452651977539,7.44399881362915
2016-10-21,,,,,,,43.82260513305664,62.24475860595703,134.658203125,112.45618438720703,100.49785614013672,83.75142669677734,,,,14.199999809265137,33.248756408691406,21.025239944458008,96.83972930908203,9.735452651977539,7.492496967315674
2016-10-24,,,,,,,44.24673843383789,62.12868118286133,133.02467346191406,113.8077621459961,100.5069580078125,83.75142669677734,,,,14.0,33.751434326171875,21.27073097229004,96.53376770019531,9.604264259338379,7.52886438369751
2016-10-25,449.13,1074.46,308.23,339.44,280.3,333.16,44.08998489379883,61.950096130371094,130.5388946533203,113.44607543945312,100.5069580078125,83.75142669677734,25690.0,4956.0,4930.0,14.0,33.72749710083008,20.85894012451172,95.81124114990234,9.714739799499512,7.510682582855225
2016-10-26,448.13,1069.61,308.18,339.19,280.29,332.84,43.84105682373047,61.5750846862793,130.57440185546875,112.67507934570312,100.5069580078125,83.76973724365234,25530.0,4922.0,4922.0,14.149999618530273,33.08917999267578,20.645124435424805,95.29275512695312,9.714739799499512,7.486430644989014
2016-10-27,449.12,1064.54,308.05,338.98,280.3,332.9,43.78573226928711,61.86079406738281,130.7165069580078,112.16111755371094,100.48872375488281,83.75142669677734,25690.0,4960.0,4893.0,13.800000190734863,33.26470947265625,20.88269805908203,95.26725006103516,9.721640586853027,7.456122875213623
2016-10-28,,,,,,,43.739627838134766,60.52143096923828,128.55029296875,111.45680236816406,100.5069580078125,83.76973724365234,,,,14.199999809265137,32.993431091308594,20.42338752746582,95.28425598144531,9.687119483947754,7.377316474914551
2016-10-30,443.81,1053.84,308.11,339.11,280.32,332.98,,,,,,,25420.0,4926.0,4893.0,,,,,,
2016-10-31,443.36,1045.71,308.44,339.54,280.3,333.15,43.72119140625,60.14641189575195,125.5318603515625,111.35208892822266,100.53422546386719,83.78803253173828,25470.0,5000.0,4940.0,14.4399995803833,32.57850646972656,20.462984085083008,95.68372344970703,9.666409492492676,7.316699028015137
2016-11-01,441.69,1034.83,308.48,339.46,280.3,332.95,43.343170166015625,59.82497024536133,125.88694763183594,110.51451110839844,100.53062438964844,83.76973724365234,25600.0,4934.0,4884.0,14.399999618530273,31.89232063293457,20.328357696533203,95.41175842285156,9.690686225891113,7.2560811042785645
2016-11-02,434.29,1016.71,308.34,339.39,280.31,332.5,43.06657028198242,59.512454986572266,123.61424255371094,109.62931060791016,100.51242065429688,83.78803253173828,24700.0,4900.0,4798.0,14.210000038146973,31.80454444885254,19.829458236694336,95.53075408935547,9.66987419128418,7.183333396911621
2016-11-03,430.66,1015.08,308.31,339.43,280.32,332.55,42.65167236328125,58.94992446899414,124.50199127197266,108.55376434326172,100.53062438964844,83.76973724365234,24680.0,4973.0,4820.0,14.430000305175781,31.99604606628418,19.829458236694336,94.96126556396484,9.656002044677734,7.098470687866211
2016-11-04,,,,,,,42.577919006347656,59.36066436767578,123.33014678955078,108.17304229736328,100.53973388671875,83.78803253173828,,,,14.5,32.10776138305664,20.051191329956055,94.38325500488281,9.621316909790039,7.062097549438477
2016-11-06,431.08,1026.99,308.26,339.46,280.3,332.54,,,,,,,24920.0,4973.0,4857.0,,,,,,
2016-11-07,437.06,1035.35,308.4,339.3,280.42,332.98,43.499908447265625,60.87861633300781,126.34860229492188,110.74292755126953,100.5032730102539,83.76973724365234,25390.0,5130.0,4911.0,14.0,33.24077606201172,20.510496139526367,95.89624786376953,9.621316909790039,7.201521873474121
2016-11-08,438.72,1037.44,308.42,339.06,280.38,333.12,43.71197509765625,61.04827117919922,126.09998321533203,111.46631622314453,100.52149200439453,83.78803253173828,25790.0,5170.0,4954.0,14.449999809265137,33.06523513793945,20.36795425415039,96.99275207519531,9.614381790161133,7.243956565856934
2016-11-09,435.44,1033.78,307.79,338.24,280.35,332.32,43.656654357910156,63.20014190673828,131.5687255859375,111.98027038574219,100.52149200439453,83.75142669677734,26100.0,5226.0,5000.0,14.670000076293945,37.900550842285156,20.565929412841797,97.73224639892578,9.503390312194824,7.286388397216797
2016-11-10,439.12,1022.13,307.58,337.76,280.37,332.62,42.95594024658203,63.89664077758789,131.32012939453125,110.1718521118164,100.45779418945312,83.75142669677734,26480.0,5245.0,4973.0,15.199999809265137,37.66117477416992,20.130380630493164,97.33274841308594,9.524202346801758,7.316699028015137
2016-11-11,,,,,,,43.08500289916992,62.94122314453125,129.54457092285156,110.21942138671875,100.46690368652344,83.71476745605469,,,,15.300000190734863,38.746334075927734,20.383792877197266,97.08625030517578,9.538078308105469,7.250016212463379
2016-11-13,446.27,1027.41,307.05,336.92,280.39,332.02,,,,,,,25980.0,5320.0,5075.0,,,,,,
2016-11-14,448.58,1018.97,306.65,336.45,280.38,332.08,42.43039321899414,62.74478530883789,131.32012939453125,109.1058120727539,100.46690368652344,83.75142669677734,25110.0,5260.0,5101.0,15.0,39.29689025878906,20.249168395996094,100.18021392822266,9.538078308105469,7.262141227722168
2016-11-15,449.15,1012.81,307.06,336.96,280.41,332.53,43.02968978881836,62.92337417602539,136.611328125,110.61920166015625,100.46690368652344,83.76973724365234,24900.0,5250.0,5104.0,15.670000076293945,39.671897888183594,20.241247177124023,100.57120513916016,9.579700469970703,7.347009181976318
2016-11-16,450.92,1010.58,307.35,337.27,280.37,332.67,43.42615509033203,62.65549850463867,135.5104522705078,111.27594757080078,100.4759750366211,83.76973724365234,25040.0,5273.0,5123.0,15.906999588012695,41.92997360229492,20.344194412231445,101.32770538330078,9.524202346801758,7.4015655517578125
2016-11-17,453.36,1022.03,307.58,337.31,280.33,332.17,43.70275115966797,62.90549850463867,135.2618865966797,112.08499908447266,100.49421691894531,83.78803253173828,25470.0,5385.0,5187.0,15.47700023651123,40.54960632324219,20.52634048461914,101.5317153930664,9.538078308105469,7.4015655517578125
2016-11-18,,,,,,,43.66587448120117,62.23582458496094,136.18515014648438,111.66619110107422,100.4759750366211,83.76973724365234,,,,15.8100004196167,42.04168701171875,20.645124435424805,101.99919891357422,9.54500961303711,7.407628536224365
2016-11-20,458.84,1030.89,307.41,336.95,280.31,332.16,,,,,,,25620.0,5401.0,5171.0,,,,,,
2016-11-21,460.5,1037.78,307.64,337.21,280.26,332.49,44.108428955078125,62.45905303955078,141.93797302246094,112.827392578125,100.48509216308594,83.75142669677734,25670.0,5460.0,5223.0,15.201000213623047,41.59485626220703,21.11235237121582,101.57420349121094,9.593574523925781,7.460128307342529
2016-11-22,462.21,1042.19,307.63,336.96,280.31,332.49,44.24673843383789,61.557228088378906,141.51182556152344,113.1700439453125,100.46690368652344,83.75142669677734,25760.0,5535.0,5250.0,15.503000259399414,41.674644470214844,20.977725982666016,101.73571014404297,9.628260612487793,7.484548568725586
2016-11-23,462.91,1047.37,307.64,336.55,280.29,332.86,44.071556091308594,61.79831314086914,142.71925354003906,112.71316528320312,100.46690368652344,83.75142669677734,25590.0,5437.0,5258.0,15.550000190734863,42.360843658447266,21.24697494506836,102.11819458007812,9.683751106262207,7.454023838043213
2016-11-24,462.81,1051.34,307.68,336.59,280.22,332.91,,,,,,,25450.0,5400.0,5302.0,,,,,,
2016-11-25,,,,,,,44.25593948364258,62.03940200805664,140.87266540527344,113.07488250732422,100.5032730102539,83.76973724365234,,,,15.600000381469727,41.92997360229492,21.484546661376953,102.5601806640625,9.725373268127441,7.515074253082275
2016-11-27,464.18,1062.97,307.71,336.58,280.25,333.25,,,,,,,25550.0,5376.0,5175.0,,,,,,
2016-11-28,462.88,1058.33,307.83,336.78,280.23,333.34,44.29282760620117,61.5750846862793,136.11415100097656,112.81787872314453,100.5032730102539,83.75142669677734,25520.0,5418.0,5207.0,15.699999809265137,41.35548400878906,21.579578399658203,103.54618835449219,9.773930549621582,7.484548568725586
2016-11-29,459.62,1064.56,307.66,336.63,280.23,333.03,44.32048797607422,61.97688293457031,133.45082092285156,113.20811462402344,100.49421691894531,83.75142669677734,25310.0,5375.0,5230.0,15.050000190734863,43.557701110839844,21.539981842041016,103.37486267089844,9.766990661621094,7.454023838043213
2016-11-30,458.9,1079.56,307.62,336.57,280.23,333.23,43.794952392578125,61.3875732421875,148.89816284179688,111.83751678466797,100.46690368652344,83.75142669677734,25320.0,5371.0,5260.0,14.470000267028809,43.09492111206055,21.32616424560547,102.16705322265625,9.766990661621094,7.441814422607422
2016-12-01,452.39,1072.49,307.77,336.35,280.25,333.64,42.891395568847656,60.941123962402344,149.3242950439453,109.90533447265625,100.48236083984375,83.7898941040039,24910.0,5450.0,5218.0,14.399999618530273,41.993804931640625,21.239055633544922,101.4817886352539,9.826225280761719,7.3929762840271
2016-12-02,,,,,,,43.048133850097656,61.0839729309082,149.2532958984375,110.12425994873047,100.51880645751953,83.77157592773438,,,,14.100000381469727,41.475162506103516,21.88842010498047,101.2847671508789,9.819262504577637,7.331928730010986
2016-12-04,449.1,1072.77,308.18,336.77,280.23,334.13,,,,,,,24840.0,5400.0,5239.0,,,,,,
2016-12-05,453.98,1078.56,308.07,336.44,280.22,334.04,43.46302795410156,60.9768180847168,150.74473571777344,110.98089599609375,100.48236083984375,83.77157592773438,24910.0,5490.0,5320.0,13.59000015258789,43.07098388671875,22.236865997314453,102.18418884277344,9.826225280761719,7.338032245635986
2016-12-06,457.7,1090.64,308.43,336.85,280.23,334.56,43.592105865478516,61.146480560302734,151.63250732421875,111.24739837646484,100.51880645751953,83.7898941040039,25070.0,5547.0,5381.0,14.199999809265137,44.29975509643555,22.46651840209961,102.14993286132812,9.875008583068848,7.399078845977783
2016-12-07,459.2,1092.96,308.71,337.37,280.1,334.98,44.42190933227539,60.61965560913086,152.3426971435547,112.65608215332031,100.4732437133789,83.7898941040039,25110.0,5517.0,5367.0,14.789999961853027,44.850311279296875,22.941665649414062,102.72384643554688,9.77743911743164,7.521177768707275
2016-12-08,464.49,1106.36,308.81,337.14,280.25,335.45,44.532554626464844,60.7357292175293,153.94076538085938,112.85596466064453,100.4732437133789,83.7898941040039,25420.0,5511.0,5428.0,14.789999961853027,45.28118133544922,23.17131996154785,103.17784881591797,9.79835033416748,7.508970260620117
2016-12-09,,,,,,,44.855247497558594,61.47684097290039,153.33705139160156,113.74112701416016,100.48236083984375,83.7898941040039,,,,14.258000373840332,45.78385925292969,23.17131996154785,103.8717041015625,9.7913818359375,7.563911437988281
2016-12-11,472.46,1123.0,308.82,336.69,280.29,335.64,,,,,,,25650.0,5491.0,5488.0,,,,,,
2016-12-12,468.3,1125.65,309.04,336.81,280.28,335.8,44.71695327758789,61.77151870727539,152.3426971435547,113.22714233398438,100.48236083984375,83.77157592773438,25510.0,5422.0,5454.0,13.520000457763672,45.065738677978516,22.997100830078125,104.28287506103516,9.79835033416748,7.527281284332275
2016-12-13,468.67,1129.7,309.3,337.0,280.25,336.12,45.27936553955078,62.27153778076172,154.18931579589844,114.65487670898438,100.48236083984375,83.7898941040039,25530.0,5361.0,5368.0,13.899999618530273,45.68013000488281,23.18715476989746,105.08806610107422,9.7913818359375,7.582228660583496
2016-12-14,463.88,1127.44,309.27,337.41,280.21,336.2,45.12263107299805,61.950096130371094,148.22344970703125,114.41691589355469,100.4732437133789,83.7898941040039,25250.0,5260.0,5290.0,14.369999885559082,46.00075149536133,23.31291961669922,105.2251205444336,9.693815231323242,7.576123237609863
2016-12-15,463.84,1121.28,308.83,336.52,280.25,335.76,45.32545852661133,62.35189437866211,148.89816284179688,114.59774780273438,100.50060272216797,83.7898941040039,25780.0,5291.0,5260.0,13.800000190734863,45.992733001708984,23.36863136291504,104.81398010253906,9.72866153717041,7.624959468841553
2016-12-16,,,,,,,44.997642517089844,62.4012336730957,149.4495391845703,114.1729507446289,100.5279312133789,83.77157592773438,,,,13.5,45.68014144897461,23.241281509399414,105.56778717041016,9.735629081726074,7.600541114807129
2016-12-18,465.25,1125.18,308.84,336.38,280.23,335.71,,,,,,,26350.0,5375.0,5302.0,,,,,,
2016-12-19,468.77,1109.93,308.96,336.91,280.26,335.82,45.32176208496094,62.14116287231445,150.1966552734375,114.64070892333984,100.54613494873047,83.7898941040039,26310.0,5489.0,5402.0,13.609999656677246,45.51180648803711,23.44026756286621,105.3536148071289,9.756540298461914,7.643272876739502
2016-12-20,470.62,1107.85,308.88,336.72,280.25,335.79,45.48845291137695,62.0963249206543,149.4140167236328,115.07986450195312,100.54613494873047,83.77157592773438,26170.0,5560.0,5480.0,13.649999618530273,47.066810607910156,23.289037704467773,105.64485931396484,9.763506889343262,7.692114353179932
2016-12-21,468.85,1107.4,308.71,336.98,280.25,335.31,45.39583969116211,61.746543884277344,149.09384155273438,114.99392700195312,100.55523681640625,83.7898941040039,26000.0,5547.0,5464.0,13.923999786376953,46.40953826904297,23.464143753051758,105.51637268066406,9.826225280761719,7.66506814956665
2016-12-22,467.27,1113.28,308.71,336.92,280.3,335.2,45.303245544433594,61.82725143432617,149.7697296142578,114.66935729980469,100.54612731933594,83.77157592773438,25900.0,5600.0,5500.0,13.710000038146973,46.35344314575195,23.43230628967285,105.97894287109375,9.80532169342041,7.6712117195129395
2016-12-23,,,,,,,45.34954833984375,62.29361343383789,150.23223876953125,114.74571990966797,100.54612731933594,83.77157592773438,,,,14.100000381469727,46.30534362792969,23.55965232849121,105.48211669921875,9.79835033416748,7.652773857116699
2016-12-25,462.97,1108.3,308.45,336.6,280.25,334.67,,,,,,,25740.0,5597.0,5550.0,,,,,,
2016-12-26,462.4,1105.21,308.37,336.6,280.28,334.28,,,,,,,26020.0,5562.0,5568.0,,,,,,
2016-12-27,468.81,1113.05,308.69,336.99,280.29,334.53,45.53475570678711,62.419166564941406,151.01490783691406,115.33758544921875,100.54612731933594,83.7898941040039,26350.0,5593.0,5658.0,13.902000427246094,46.866424560546875,23.782516479492188,105.42215728759766,9.840165138244629,7.66506814956665
2016-12-28,469.79,1118.34,309.0,337.23,280.27,334.62,45.12730026245117,61.943851470947266,149.2005615234375,114.44023895263672,100.53700256347656,83.78805541992188,26400.0,5625.0,5600.0,14.0,46.65000534057617,23.400468826293945,105.08806610107422,9.756540298461914,7.572865962982178
2016-12-29,467.1,1118.41,309.53,337.79,280.24,334.87,45.13654708862305,62.05147171020508,148.2400360107422,114.27796173095703,100.55524444580078,83.80638885498047,26260.0,5635.0,5650.0,13.90999984741211,46.24924087524414,23.424346923828125,105.18230438232422,9.77743911743164,7.646629810333252
2016-12-30,,,,,,,44.784645080566406,61.82725143432617,147.35067749023438,113.1037826538086,100.54612731933594,83.76972961425781,,,,14.100000381469727,45.904563903808594,22.978628158569336,104.26573944091797,9.819262504577637,7.622038841247559
2017-01-01,469.9,1128.94,310.03,338.38,280.24,335.81,,,,,,,26680.0,5659.0,5620.0,,,,,,
2017-01-02,473.79,1143.28,310.6,338.7,280.2,336.73,,,,,,,26800.0,5682.0,5613.0,,,,,,
2017-01-03,476.02,1143.66,310.63,338.34,280.2,336.78,45.18285369873047,62.6343994140625,149.4495391845703,114.11568450927734,100.57347869873047,83.80638885498047,26650.0,5692.0,5521.0,13.970000267028809,46.44961929321289,24.196401596069336,102.46688842773438,9.89277172088623,7.62818717956543
2017-01-04,476.9,1136.74,310.93,338.61,280.26,337.41,45.340274810791016,63.12766647338867,150.16104125976562,114.7361831665039,100.56436157226562,83.80638885498047,26410.0,5691.0,5470.0,14.010000228881836,47.235130310058594,24.777437210083008,102.3469467163086,9.843762397766113,7.695801258087158
2017-01-05,480.69,1139.11,311.25,338.78,280.27,337.83,45.41438293457031,63.45052719116211,149.69857788085938,115.38533020019531,100.55524444580078,83.78805541992188,26290.0,5740.0,5476.0,13.9399995803833,46.128990173339844,24.586408615112305,102.53539276123047,9.843762397766113,7.6712117195129395
2017-01-06,,,,,,,45.74775695800781,63.6298828125,148.59576416015625,116.39722442626953,100.58258056640625,83.80638885498047,,,,13.699999809265137,46.938568115234375,24.490894317626953,103.44339752197266,9.8717679977417,7.726535797119141
2017-01-08,478.95,1126.68,311.12,338.4,280.34,337.7,,,,,,,26720.0,5758.0,5480.0,,,,,,
2017-01-09,480.48,1129.05,311.27,338.69,280.34,337.84,45.738487243652344,63.89894104003906,144.43353271484375,116.7790756225586,100.60081481933594,83.80638885498047,26600.0,5740.0,5423.0,14.1899995803833,46.23320388793945,24.069053649902344,103.16072082519531,9.85776424407959,7.714240074157715
2017-01-10,478.47,1125.43,311.49,339.05,280.38,338.21,45.74775695800781,64.1231460571289,144.43353271484375,117.03681182861328,100.5916976928711,83.78805541992188,26650.0,5730.0,5407.0,14.449999809265137,47.323307037353516,24.069053649902344,103.00653839111328,9.85776424407959,7.720388889312744
2017-01-11,477.85,1123.13,311.6,338.82,280.36,338.23,45.96075439453125,63.4774284362793,145.85653686523438,117.35184478759766,100.5916976928711,83.80638885498047,25510.0,5776.0,5484.0,14.380000114440918,47.71605682373047,23.997417449951172,103.54618835449219,9.927779197692871,7.720388889312744
2017-01-12,478.64,1124.02,311.78,339.18,280.35,338.67,45.8496208190918,63.54020309448242,144.8604278564453,117.17047882080078,100.60081481933594,83.80638885498047,26380.0,5871.0,5580.0,14.300000190734863,46.78626251220703,23.74271583557129,104.59123229980469,9.927779197692871,7.689653396606445
2017-01-13,,,,,,,45.98854064941406,63.602996826171875,143.97105407714844,117.57141876220703,100.60081481933594,83.80638885498047,,,,14.319999694824219,45.672122955322266,23.694963455200195,104.07727813720703,9.836761474609375,7.714240074157715
2017-01-15,482.35,1118.38,311.32,338.48,280.29,337.63,,,,,,,26510.0,5914.0,5685.0,,,,,,
2017-01-16,479.95,1106.08,311.08,338.35,280.36,337.31,,,,,,,26370.0,5925.0,5735.0,,,,,,
2017-01-17,478.55,1115.77,311.18,338.46,280.32,337.21,45.81256866455078,63.28011703491211,146.24786376953125,117.21820831298828,100.5916976928711,83.80638885498047,26310.0,5900.0,5758.0,14.0,44.12512969970703,24.0053768157959,105.14804077148438,9.843762397766113,7.695801258087158
2017-01-18,478.66,1130.5,310.98,338.16,280.33,336.94,45.93296432495117,63.19941711425781,146.03436279296875,117.45684814453125,100.60081481933594,83.78805541992188,26030.0,5847.0,5721.0,14.079999923706055,44.670188903808594,23.61536979675293,105.11380004882812,9.829760551452637,7.738832950592041
2017-01-19,476.89,1109.28,310.64,337.55,280.37,336.39,45.86814880371094,62.795833587646484,145.64305114746094,117.39957427978516,100.60991668701172,83.78805541992188,26300.0,5728.0,5560.0,13.878999710083008,45.39158630371094,23.718841552734375,104.6597671508789,9.815759658813477,7.738832950592041
2017-01-20,,,,,,,46.11817169189453,62.6343994140625,146.31898498535156,117.6573257446289,100.60991668701172,83.80638885498047,,,,13.98799991607666,45.5037956237793,23.7268009185791,104.72830963134766,9.815759658813477,7.779677867889404
2017-01-22,473.08,1107.9,310.74,337.4,280.39,336.33,,,,,,,26410.0,5760.0,5584.0,,,,,,
2017-01-23,468.72,1107.16,310.86,337.61,280.36,336.32,46.20153045654297,62.37431335449219,144.789306640625,117.75279998779297,100.61905670166016,83.78805541992188,26070.0,5698.0,5493.0,13.97599983215332,46.473670959472656,23.63925552368164,103.9744873046875,9.801755905151367,7.785867691040039
2017-01-24,473.15,1110.77,311.09,337.69,280.4,336.78,46.48861312866211,61.943851470947266,147.06607055664062,118.5451431274414,100.60081481933594,83.78805541992188,26160.0,5830.0,5642.0,13.899999618530273,47.066810607910156,23.591489791870117,103.69181823730469,9.85776424407959,7.798248767852783
2017-01-25,480.59,1109.77,311.1,337.48,280.39,336.8,46.9331169128418,62.52678298950195,148.02658081054688,119.73839569091797,100.5916976928711,83.80638885498047,26150.0,5868.0,5830.0,13.989999771118164,47.11490249633789,23.734758377075195,104.32569122314453,9.808756828308105,7.829185962677002
2017-01-26,479.79,1099.12,311.12,337.34,280.39,336.87,46.80347442626953,62.042503356933594,148.70248413085938,119.86250305175781,100.61905670166016,83.8247299194336,26300.0,5888.0,5731.0,13.9399995803833,45.97669982910156,24.16456413269043,104.40280151367188,9.829760551452637,7.872511386871338
2017-01-27,,,,,,,46.988685607910156,62.5536994934082,146.9237518310547,120.09162139892578,100.60081481933594,83.78805541992188,,,,13.859999656677246,45.29539108276367,24.45110321044922,105.24227905273438,9.864765167236328,7.9220290184021
2017-01-29,479.11,1088.47,311.29,337.76,280.34,337.07,,,,,,,26420.0,5854.0,5759.0,,,,,,
2017-01-30,476.75,1082.87,311.5,337.99,280.39,337.16,46.609004974365234,62.24879455566406,142.8682861328125,119.15608215332031,100.60991668701172,83.8247299194336,26130.0,5788.0,5667.0,13.619999885559082,44.9346923828125,24.38742446899414,105.37931823730469,9.8717679977417,7.9158430099487305
