,169,170,603,601,701,714,XLK,XLV,XOP,QQQ,SHV,BIL,273011,695437,593038,LMB,AGM,TDS,MCD,FMY,EOI
,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,closingPrice,closingPrice,closingPrice,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close
2021-05-27,1202.61,661.93,364.94,384.34,283.64,366.03,135.23988342285156,118.92520141601562,84.44717407226562,328.3164978027344,106.23600769042969,87.87623596191406,72840.0,9831.0,10300.0,9.539999961853027,94.89237976074219,22.749635696411133,223.47177124023438,11.945332527160645,15.321144104003906
2021-05-28,,,,,,,135.72042846679688,119.38883972167969,84.4756088256836,329.35205078125,106.2264175415039,87.87623596191406,,,,9.470000267028809,94.07642364501953,22.883087158203125,223.77792358398438,12.104364395141602,15.312679290771484
2021-05-30,1214.93,671.86,365.08,384.47,283.57,366.2,,,,,,,72630.0,9690.0,10320.0,,,,,,
2021-05-31,1207.19,680.46,364.9,384.55,283.6,365.49,,,,,,,71000.0,9680.0,10350.0,,,,,,
2021-06-01,1195.88,678.52,365.3,384.75,283.58,366.59,135.05357360839844,117.42799377441406,89.9384994506836,328.25726318359375,106.216796875,87.86663055419922,71790.0,9793.0,10330.0,9.550000190734863,95.1334457397461,23.2122745513916,223.1560516357422,12.193109512329102,15.312679290771484
2021-06-02,1193.37,673.58,365.71,385.14,283.62,367.47,135.98519897460938,117.19618225097656,91.38009643554688,328.89837646484375,106.2264175415039,87.86663055419922,71330.0,9975.0,10520.0,9.470000267028809,94.27112579345703,22.856395721435547,223.6726837158203,12.068870544433594,15.304221153259277
2021-06-03,1178.3,684.44,365.63,385.23,283.62,367.45,134.7201690673828,117.5535659790039,91.4749526977539,325.4759521484375,106.216796875,87.86663055419922,69950.0,10130.0,10610.0,9.289999961853027,94.38240051269531,23.007646560668945,222.4001922607422,12.086617469787598,15.211161613464355
2021-06-04,,,,,,,137.30905151367188,117.93028259277344,91.44647979736328,330.9991760253906,106.2264175415039,87.87623596191406,,,,9.319999694824219,92.9173812866211,23.301246643066406,223.2899932861328,12.04224681854248,15.338064193725586
2021-06-06,1193.18,682.99,365.9,385.6,283.65,368.06,,,,,,,70010.0,10070.0,10530.0,,,,,,
2021-06-07,1188.77,687.46,365.46,384.89,283.67,367.24,137.27963256835938,118.35529327392578,92.3285140991211,331.9854431152344,106.216796875,87.85700988769531,69560.0,10190.0,10660.0,9.34000015258789,93.4458999633789,23.23896598815918,221.6730499267578,12.05999755859375,15.270379066467285
2021-06-08,1195.1,683.22,365.44,384.72,283.65,367.37,137.28944396972656,117.98823547363281,93.22952270507812,332.1432800292969,106.2264175415039,87.85700988769531,70460.0,10300.0,10770.0,9.350000381469727,94.18768310546875,23.45249366760254,222.5819854736328,12.095489501953125,15.422666549682617
2021-06-09,1195.39,689.3,365.78,385.2,283.62,367.7,137.3875274658203,119.12804412841797,92.71736907958984,332.2221374511719,106.20718383789062,87.85700988769531,72680.0,10240.0,10720.0,9.890000343322754,93.70552062988281,23.32793617248535,221.4625701904297,12.095489501953125,15.591864585876465
2021-06-10,1192.53,690.7,365.91,385.27,283.78,367.5,138.39756774902344,121.1661605834961,91.72152709960938,335.6841125488281,106.216796875,87.85700988769531,73750.0,10120.0,10720.0,9.510000228881836,94.0486068725586,23.292348861694336,224.4477081298828,12.068870544433594,15.600325584411621
2021-06-11,,,,,,,139.2213134765625,120.30648803710938,92.3380126953125,336.5618591308594,106.20718383789062,87.86663055419922,,,,9.619999885559082,96.3481216430664,23.39911460876465,226.6865234375,12.051121711730957,15.617244720458984
2021-06-13,1215.31,695.62,366.33,385.73,283.59,368.1,,,,,,,74430.0,10060.0,10750.0,,,,,,
2021-06-14,1218.27,704.39,366.67,386.06,283.67,368.45,140.63340759277344,120.41272735595703,91.32318878173828,339.78704833984375,106.20718383789062,87.85700988769531,73550.0,10180.0,10840.0,9.5,94.87995147705078,21.89888572692871,226.7343292236328,12.077741622924805,15.608780860900879
2021-06-15,1216.25,704.06,366.9,386.11,283.68,368.85,139.77047729492188,120.45136260986328,92.91654205322266,337.56793212890625,106.216796875,87.85700988769531,73450.0,10140.0,10860.0,9.619999885559082,94.85189056396484,21.988447189331055,226.131591796875,12.03337287902832,15.591864585876465
2021-06-16,1210.18,700.34,366.64,386.12,283.71,368.1,139.01536560058594,119.98773193359375,92.4233627319336,336.33502197265625,106.216796875,87.86663055419922,72760.0,10320.0,10860.0,9.5,95.13243103027344,21.55853271484375,225.3948516845703,12.095489501953125,15.524184226989746
2021-06-17,1196.55,693.94,366.9,386.11,283.73,367.86,140.62359619140625,120.90534210205078,88.22185516357422,340.6056213378906,106.216796875,87.85700988769531,69520.0,10320.0,10800.0,9.40999984741211,94.93603515625,21.137571334838867,223.76837158203125,12.024500846862793,15.380364418029785
2021-06-18,,,,,,,139.3389892578125,119.52407836914062,86.3155517578125,337.9327392578125,106.19759368896484,87.86663055419922,,,,9.149999618530273,91.07389068603516,20.501651763916016,219.69253540039062,12.006749153137207,15.219622611999512
2021-06-20,1202.89,679.17,366.37,385.93,283.64,367.11,,,,,,,73000.0,10060.0,10680.0,,,,,,
2021-06-21,1202.63,686.32,365.94,385.39,283.65,366.23,140.83230590820312,120.96018981933594,90.79783630371094,340.0330505371094,106.20718383789062,87.85700988769531,72370.0,10150.0,10620.0,9.220000267028809,94.43107604980469,20.940526962280273,222.8307342529297,12.03337287902832,15.338064193725586
2021-06-22,1204.47,692.58,366.32,385.6,283.7,367.35,142.10943603515625,121.22200775146484,91.30243682861328,343.2027282714844,106.19759368896484,87.85700988769531,74730.0,10050.0,10490.0,9.25,94.78642272949219,20.904701232910156,223.76837158203125,12.05999755859375,15.41458511352539
2021-06-23,1218.91,693.36,366.99,386.2,283.66,367.76,141.95228576660156,120.71775817871094,92.37825012207031,343.37054443359375,106.20718383789062,87.85700988769531,76350.0,9998.0,10460.0,9.199999809265137,95.2259521484375,20.546436309814453,223.1560516357422,12.086617469787598,15.465592384338379
2021-06-24,1225.26,681.13,366.57,386.02,283.77,367.29,142.84625244140625,121.33837127685547,93.85394287109375,345.4935607910156,106.216796875,87.86663055419922,77770.0,10100.0,10420.0,9.449999809265137,97.01207733154297,21.21817970275879,223.2421417236328,12.255228042602539,15.695158004760742
2021-06-25,,,,,,,142.67926025390625,121.89110565185547,94.96785736083984,345.0689697265625,106.19759368896484,87.86663055419922,,,,9.449999809265137,96.9185562133789,21.083831787109375,222.3715057373047,12.255228042602539,15.652645111083984
2021-06-27,1227.85,680.35,366.44,385.72,283.63,367.02,,,,,,,79510.0,9989.0,10390.0,,,,,,
2021-06-28,1247.1,687.57,366.64,385.98,283.67,366.79,144.17254638671875,122.07534790039062,90.82640075683594,349.26556396484375,106.20718383789062,87.85700988769531,79810.0,10090.0,10510.0,9.380000114440918,92.69169616699219,20.474782943725586,221.09898376464844,12.175357818603516,15.686652183532715
2021-06-29,1244.08,691.92,366.4,385.81,283.68,366.49,145.22377014160156,122.21111297607422,90.34085083007812,350.52947998046875,106.20718383789062,87.85700988769531,79530.0,10070.0,10500.0,9.170000076293945,91.47601318359375,20.12547492980957,220.41009521484375,12.255228042602539,15.72916316986084
2021-06-30,1243.98,693.78,366.71,386.22,283.72,366.77,145.0666046142578,122.13351440429688,92.05455780029297,349.9765625,106.20718383789062,87.85700988769531,79620.0,10040.0,10440.0,9.260000228881836,92.48596954345703,20.295654296875,221.00332641601562,12.24635124206543,15.780177116394043
2021-07-01,1239.59,697.08,366.94,386.61,283.78,367.38,145.31219482421875,123.21958923339844,94.23477172851562,350.11480712890625,106.20718383789062,87.86663055419922,81840.0,9900.0,10440.0,9.25,93.43046569824219,20.376258850097656,222.2279815673828,12.344396591186523,15.746173858642578
2021-07-02,,,,,,,147.2279510498047,124.4026107788086,92.53057098388672,354.1336364746094,106.20718383789062,87.85700988769531,,,,9.180000305175781,93.80451965332031,20.689743041992188,223.52920532226562,12.24635124206543,15.771679878234863
2021-07-04,1239.46,690.93,367.34,387.07,283.72,368.01,,,,,,,82900.0,9880.0,10380.0,,,,,,
2021-07-05,1245.41,696.6,367.45,387.24,283.77,368.39,,,,,,,83150.0,9925.0,10360.0,,,,,,
2021-07-06,1243.74,705.03,367.57,387.58,283.77,368.38,147.7879180908203,124.2862548828125,88.76042175292969,355.66412353515625,106.19759368896484,87.84741973876953,82930.0,9903.0,10310.0,8.890000343322754,91.28898620605469,20.438955307006836,222.68722534179688,12.24635124206543,15.814188003540039
2021-07-07,1250.66,690.96,367.5,387.67,283.8,368.13,148.59352111816406,125.07171630859375,86.7039794921875,356.4145812988281,106.20718383789062,87.84741973876953,84650.0,9940.0,10320.0,8.850000381469727,91.1954574584961,20.340431213378906,224.48594665527344,12.43352222442627,15.814188003540039
2021-07-08,1216.61,667.77,366.7,387.14,283.8,366.39,147.1886749267578,124.38323211669922,87.18952941894531,354.261962890625,106.20718383789062,87.85700988769531,83200.0,9801.0,10160.0,8.880000114440918,89.6337661743164,19.91947364807129,222.77333068847656,12.30874252319336,15.627137184143066
2021-07-09,,,,,,,148.54441833496094,124.8099136352539,89.38877868652344,356.4738464355469,106.20718383789062,87.85700988769531,,,,8.930000305175781,92.50467681884766,20.403133392333984,225.49053955078125,12.451349258422852,15.780177116394043
2021-07-11,1233.26,683.0,366.86,386.96,283.78,366.48,,,,,,,83600.0,9950.0,10260.0,,,,,,
2021-07-12,1230.22,669.68,366.9,386.96,283.79,366.05,148.6623077392578,125.05233764648438,88.74139404296875,357.8661193847656,106.19759368896484,87.85700988769531,83550.0,9916.0,10190.0,8.710000038146973,92.65428161621094,20.259828567504883,225.42355346679688,12.326570510864258,15.839692115783691
2021-07-13,1228.5,663.14,366.93,386.91,283.76,366.06,149.2714080810547,124.93595123291016,87.61795043945312,357.8661193847656,106.20718383789062,87.85700988769531,82670.0,9831.0,10140.0,8.789999961853027,90.3912353515625,20.188173294067383,225.95936584472656,12.487004280090332,15.916215896606445
2021-07-14,1224.94,657.82,367.22,387.23,283.77,366.92,150.37171936035156,124.8196029663086,83.28610229492188,358.5079345703125,106.20718383789062,87.84741973876953,82010.0,9752.0,10100.0,8.8100004196167,90.02652740478516,19.677644729614258,226.87786865234375,12.362217903137207,16.171283721923828
