,LQD,SHY,SHV,TLT,GOVT,IEF,BIL,IEI,VGSH,SCHO,VGIT,SCHR,SPTS,SPTI,SPTL,GBIL,VGLT,USFR,TLH,EDV,SGOV,CLTL,FLGV,TFLO,ZROZ,PLW
,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close
Date,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-09,80.88088989257812,75.71284484863281,100.12877655029297,81.38847351074219,20.68938446044922,83.11953735351562,83.86134338378906,103.68258666992188,53.53281784057617,44.63330841064453,52.09646987915039,43.75937271118164,26.434659957885742,25.70369529724121,23.8222713470459,,50.42938995361328,,97.54588317871094,64.43569946289062,,,,,66.95343017578125,24.54241180419922
2013-09-10,80.52500915527344,75.68585205078125,100.13787078857422,80.82007598876953,20.663732528686523,82.73482513427734,83.87963104248047,103.4395523071289,53.52400588989258,44.597900390625,51.93860626220703,43.641273498535156,26.3638858795166,25.67322540283203,23.638031005859375,,50.026275634765625,,97.0567626953125,63.785919189453125,,,,,66.0164566040039,24.417827606201172
2013-09-11,80.90271759033203,75.72184753417969,100.12877655029297,81.53842163085938,20.715009689331055,83.15298461914062,83.87963104248047,103.73470306396484,53.55927276611328,44.624427795410156,52.09646987915039,43.784706115722656,26.381587982177734,25.71240997314453,23.79090690612793,,50.320858001708984,,97.60999298095703,64.2470474243164,,,,,66.73480987548828,24.525802612304688
2013-09-12,80.84455871582031,75.72184753417969,100.13787078857422,81.4279556274414,20.715009689331055,83.16134643554688,83.87963104248047,103.71731567382812,53.53281784057617,44.61558151245117,52.154640197753906,43.784706115722656,26.381587982177734,25.71240997314453,23.739957809448242,,50.36735534667969,,97.69024658203125,64.33786010742188,,,,,66.69574737548828,24.567319869995117
2013-09-13,80.89543151855469,75.72184753417969,100.13787078857422,81.74369812011719,20.732120513916016,83.2700424194336,83.89795684814453,103.7953872680664,53.568084716796875,44.606727600097656,52.14632034301758,43.82686996459961,26.381587982177734,25.72112464904785,23.806591033935547,,50.4681510925293,,97.98694610595703,64.39375305175781,,,,,66.74259948730469,24.583133697509766
2013-09-16,80.9898452758789,75.77577209472656,100.12877655029297,81.19901275634766,20.740673065185547,83.45403289794922,83.87963104248047,104.06448364257812,53.59453582763672,44.64215087890625,52.29587173461914,43.9365348815918,26.452360153198242,25.77771759033203,23.688995361328125,,50.3751335144043,,97.87469482421875,63.82085418701172,,,,,66.1491928100586,24.56650161743164
2013-09-17,81.20772552490234,75.80277252197266,100.12877655029297,81.87001037597656,20.774869918823242,83.62123107910156,83.87963104248047,104.17733001708984,53.63862609863281,44.6864013671875,52.329105377197266,43.98714065551758,26.5142879486084,25.786436080932617,23.853628158569336,,50.607704162597656,,98.21146392822266,64.66621398925781,,,,,67.00023651123047,24.62474822998047
2013-09-18,82.39887237548828,75.90169525146484,100.13787078857422,82.88044738769531,20.903108596801758,84.65816497802734,83.89795684814453,104.91505432128906,53.691532135009766,44.71297073364258,52.73625564575195,44.324615478515625,26.496591567993164,25.899654388427734,24.21428680419922,,51.22013854980469,,99.59078216552734,65.49061584472656,,,,,67.96844482421875,24.932661056518555
2013-09-19,81.87590789794922,75.87470245361328,100.13787078857422,82.39102172851562,20.877445220947266,84.36548614501953,83.89795684814453,104.74147033691406,53.691532135009766,44.73067092895508,52.6781005859375,44.27399444580078,26.56736946105957,25.886577606201172,24.022197723388672,,50.89452362060547,,98.94125366210938,65.00157165527344,,,,,67.19547271728516,24.782869338989258
2013-09-20,81.94854736328125,75.88370513916016,100.13787078857422,82.82521057128906,20.89455223083496,84.44910430908203,83.87963104248047,104.73280334472656,53.6827278137207,44.72182846069336,52.6863899230957,44.290855407714844,26.576229095458984,25.882232666015625,24.124120712280273,,51.12711715698242,,99.13368225097656,65.86788177490234,,,,,67.99186706542969,24.86608123779297
2013-09-23,82.43517303466797,75.90169525146484,100.13787078857422,83.43305206298828,20.92020034790039,84.76686096191406,83.87963104248047,104.8977279663086,53.66508483886719,44.73067092895508,52.78608703613281,44.34992218017578,26.576229095458984,25.908353805541992,24.28092384338379,,51.25891876220703,,99.5025863647461,66.25172424316406,,,,,68.8819808959961,24.94098472595215
