,170,603,601,690,637,704,701,714,XLK,XLV,XOP,QQQ,SHV,273011,695437,593038,LMB,AGM,TDS,MCD,FMY,EOI
,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,closingPrice,closingPrice,closingPrice,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close
2021-09-09,655.98,370.64,390.6,444.66,241.17,726.89,284.07,372.61,155.08038330078125,129.8144073486328,79.8933334350586,374.1602478027344,104.86337280273438,95600.0,10750.0,11590.0,7.050000190734863,92.46916961669922,17.6357479095459,228.31793212890625,12.175244331359863,16.189361572265625
2021-09-10,,,,,,,,,153.55105590820312,128.62657165527344,79.24925231933594,371.3205871582031,104.85388946533203,,,,7.099999904632568,91.6145248413086,17.467363357543945,228.86337280273438,12.139928817749023,16.189361572265625
2021-09-12,656.37,370.59,390.39,444.41,241.04,725.91,284.09,372.78,,,,,,96430.0,10750.0,11550.0,,,,,,
2021-09-13,663.82,371.02,390.82,444.55,241.17,726.35,284.13,373.73,153.60008239746094,127.83466339111328,82.51698303222656,371.0641784667969,104.85388946533203,95760.0,10740.0,11580.0,6.849999904632568,92.36697387695312,17.644609451293945,230.80580139160156,12.175244331359863,16.130462646484375
2021-09-14,660.98,371.47,391.25,444.87,241.21,727.67,284.18,374.32,153.4040069580078,127.8153305053711,80.4521713256836,370.0091857910156,104.85388946533203,95160.0,10830.0,11610.0,6.820000171661377,91.20476531982422,17.237804412841797,230.72923278808594,12.184074401855469,16.079973220825195
2021-09-15,,,,,,,,,154.7470703125,128.6458740234375,85.17851257324219,372.7601318359375,104.85388946533203,,,,6.630000114440918,92.3763427734375,17.479204177856445,230.58572387695312,12.316509246826172,16.113630294799805
2021-09-16,,,,,,,,,154.8352813720703,128.3175048828125,84.07034301757812,373.0164794921875,104.86337280273438,,,,6.860000133514404,92.3763427734375,17.452381134033203,232.71954345703125,12.254706382751465,16.130462646484375
2021-09-17,,,,,,,,,152.42364501953125,128.44305419921875,83.30313110351562,368.5991516113281,104.85388946533203,,,,6.460000038146973,93.9884262084961,17.738487243652344,232.03060913085938,12.201733589172363,15.827542304992676
2021-09-19,666.05,371.49,390.87,444.12,241.02,724.77,284.22,374.5,,,,,,91500.0,10840.0,11620.0,,,,,,
2021-09-20,,,,,,,,,149.64735412597656,127.10272979736328,80.2555160522461,360.9827575683594,104.85388946533203,,,,6.539999961853027,94.05403900146484,17.30038833618164,228.77723693847656,12.219389915466309,15.516206741333008
2021-09-21,,,,,,,,,149.70626831054688,127.29657745361328,80.43617248535156,361.4269104003906,104.85388946533203,,,,6.25,94.32585144042969,17.193098068237305,230.12640380859375,12.166414260864258,15.533032417297363
2021-09-22,674.18,371.89,391.22,444.13,241.02,724.78,284.25,375.1,151.7587890625,127.50979614257812,83.4124755859375,364.80279541015625,104.85388946533203,90100.0,10920.0,11620.0,6.420000076293945,95.51616668701172,17.023223876953125,232.6429901123047,12.210562705993652,15.634615898132324
2021-09-23,691.92,372.57,391.8,444.39,241.02,725.92,284.24,375.68,153.7916717529297,128.4304656982422,87.04489135742188,368.1687927246094,104.85388946533203,92020.0,10940.0,11800.0,7.059999942779541,97.63436126708984,17.282503128051758,234.22181701660156,12.254706382751465,15.778517723083496
2021-09-24,,,,,,,,,153.89968872070312,127.9071044921875,87.52986145019531,368.5142822265625,104.84439086914062,,,,7.070000171661377,99.27458190917969,17.166276931762695,235.79107666015625,12.192903518676758,15.770051002502441
2021-09-26,705.17,372.37,391.33,443.42,240.93,722.28,284.25,375.19,,,,,,92610.0,10920.0,11610.0,,,,,,
2021-09-27,,,,,,,,,152.40696716308594,126.08512878417969,93.83428192138672,365.5727233886719,104.84439086914062,,,,7.019999980926514,104.06398010253906,17.57754898071289,237.40817260742188,12.192903518676758,15.651545524597168
2021-09-28,,,,,,,,,147.8894500732422,123.92395782470703,92.5696029663086,355.22796630859375,104.84439086914062,,,,7.0,104.19518280029297,17.38979721069336,233.25538635253906,12.192903518676758,15.389138221740723
2021-09-29,726.65,372.72,391.49,443.01,241.35,720.74,284.23,375.8,147.70286560058594,124.90278625488281,92.26531219482422,354.6455078125,104.84439086914062,90130.0,10820.0,11720.0,7.110000133514404,103.11734008789062,17.765308380126953,233.7433624267578,12.192903518676758,15.372200965881348
2021-09-30,730.29,372.64,391.24,442.04,241.9,717.54,284.26,375.97,146.64222717285156,123.37155151367188,91.97054290771484,353.3425598144531,104.85388946533203,90000.0,10900.0,11820.0,6.619999885559082,101.71145629882812,17.434497833251953,230.7100830078125,12.148757934570312,15.152117729187012
2021-10-01,,,,,,,,,148.8518829345703,123.40061950683594,94.36679077148438,355.533935546875,104.84439086914062,,,,6.639999866485596,105.86351013183594,17.613317489624023,232.4515838623047,12.246302604675293,15.304485321044922
2021-10-03,777.16,373.35,391.71,442.15,241.93,718.16,284.2,376.94,,,,,,89310.0,10930.0,11870.0,,,,,,
2021-10-04,782.29,373.37,391.25,440.88,242.14,713.82,284.14,377.02,145.40481567382812,121.52047729492188,96.7630386352539,348.0714416503906,104.83487701416016,87230.0,10650.0,11670.0,6.559999942779541,106.19156646728516,17.765308380126953,232.5951385498047,12.21969985961914,15.109792709350586
2021-10-05,786.39,373.43,391.31,440.81,242.28,713.42,284.23,377.14,147.4769744873047,122.2473373413086,97.34308624267578,352.77001953125,104.84439086914062,89000.0,10570.0,11600.0,6.78000020980835,106.53833770751953,17.595430374145508,234.64283752441406,12.237435340881348,15.228302001953125
2021-10-06,776.67,373.51,391.61,441.06,242.57,714.22,284.44,377.22,148.4394073486328,122.02444458007812,95.175048828125,355.030517578125,104.84439086914062,86000.0,10490.0,11550.0,6.46999979019165,106.81013488769531,17.452381134033203,236.4417266845703,12.210831642150879,15.287553787231445
2021-10-07,774.2,373.31,391.3,441.11,242.29,714.41,284.46,376.83,149.79464721679688,123.64290618896484,97.74246215820312,358.28790283203125,104.85388946533203,86600.0,10600.0,11650.0,6.320000171661377,108.24414825439453,17.631193161010742,237.60910034179688,12.166494369506836,15.575363159179688
2021-10-08,,,,,,,,,149.23489379882812,123.02264404296875,100.1957778930664,356.50128173828125,104.85388946533203,,,,6.190000057220459,108.84400177001953,17.32720947265625,237.01585388183594,12.122157096862793,15.583823204040527
2021-10-10,791.18,373.16,390.88,440.23,242.31,711.34,284.36,376.63,,,,,,85290.0,10660.0,11660.0,,,,,,
2021-10-11,795.44,373.88,391.78,440.99,242.74,714.09,284.47,377.86,148.40994262695312,122.06319427490234,99.85345458984375,353.76702880859375,104.84439086914062,85590.0,10810.0,11760.0,6.179999828338623,110.02494812011719,17.291446685791016,235.94418334960938,12.148757934570312,15.533040046691895
2021-10-12,796.17,374.72,392.82,442.09,242.8,717.63,284.8,378.75,147.64395141601562,121.4720230102539,99.5396499633789,352.53314208984375,104.85388946533203,85280.0,10920.0,11930.0,6.465000152587891,109.20953369140625,17.237804412841797,233.9730224609375,12.28177547454834,15.516106605529785
2021-10-13,780.53,375.76,394.07,442.96,242.94,720.78,284.86,380.05,148.5474090576172,121.66584777832031,99.12125396728516,355.3562316894531,104.85388946533203,86220.0,11030.0,12080.0,6.485000133514404,108.29100799560547,17.202041625976562,232.1836700439453,12.21969985961914,15.609220504760742
2021-10-14,791.3,376.64,394.97,443.83,242.95,723.68,285.27,381.07,151.8962860107422,123.4103012084961,100.61416625976562,361.9007263183594,104.85388946533203,88280.0,11070.0,12120.0,6.420000076293945,110.14678955078125,17.318269729614258,234.00172424316406,12.28177547454834,15.84623908996582
2021-10-15,,,,,,,,,153.11404418945312,124.0208740234375,100.04363250732422,364.1809387207031,104.83487701416016,,,,6.400000095367432,110.69041442871094,17.37191390991211,231.8009490966797,12.21969985961914,16.00707244873047
2021-10-17,804.92,376.48,394.58,443.3,242.64,721.83,285.32,381.13,,,,,,89300.0,11080.0,12190.0,,,,,,
2021-10-18,802.34,375.99,393.89,442.41,242.87,718.79,285.38,380.79,154.41036987304688,123.17771911621094,100.56661987304688,367.84307861328125,104.83487701416016,88980.0,11110.0,12150.0,6.369999885559082,110.84973907470703,16.98746109008789,231.8105010986328,12.201963424682617,16.117111206054688
2021-10-19,803.53,375.62,393.51,442.1,242.82,717.6,285.34,380.3,155.9423828125,124.79617309570312,101.37488555908203,370.6267395019531,104.83487701416016,88110.0,11120.0,12270.0,6.420000076293945,110.3717269897461,17.380855560302734,232.29849243164062,12.210831642150879,16.23562240600586
2021-10-20,804.63,375.71,393.69,442.35,242.95,718.54,285.35,380.35,155.51031494140625,126.57939147949219,102.6585922241211,370.14300537109375,104.84439086914062,89410.0,11130.0,12340.0,7.070000171661377,112.06816864013672,17.595430374145508,229.3800811767578,12.18422794342041,16.22715950012207
2021-10-21,820.49,375.39,393.14,441.57,242.92,715.92,285.54,379.93,156.109375,127.0930404663086,100.4429931640625,372.4034423828125,104.83487701416016,89030.0,11310.0,12530.0,7.079999923706055,113.47406005859375,17.452381134033203,230.98760986328125,12.148757934570312,16.150529861450195
2021-10-22,,,,,,,,,155.5692138671875,127.60665893554688,102.29724884033203,369.27435302734375,104.84439086914062,,,,7.110000133514404,114.28009796142578,17.3450927734375,228.1552734375,12.18422794342041,16.354860305786133
2021-10-24,818.46,375.12,393.03,441.32,242.87,715.09,285.38,379.91,,,,,,89770.0,11250.0,12540.0,,,,,,
2021-10-25,829.52,375.51,393.44,440.57,243.22,712.77,285.4,380.93,156.0798797607422,127.76174926757812,105.25453186035156,373.0549621582031,104.83487701416016,90560.0,11340.0,12540.0,7.300000190734863,115.69537353515625,17.64013671875,227.1027069091797,12.201963424682617,16.363374710083008
2021-10-26,822.48,376.11,393.97,440.25,243.25,711.94,285.19,381.82,156.52183532714844,128.39166259765625,105.0928726196289,374.2295837402344,104.84439086914062,91120.0,11480.0,12600.0,7.110000133514404,115.03929138183594,17.21992301940918,226.22239685058594,12.255167961120605,16.47405433654785
2021-10-27,815.16,376.07,394.04,440.51,243.24,713.07,285.12,381.52,156.38433837890625,127.37407684326172,100.63318634033203,375.0982666015625,104.84439086914062,89530.0,11540.0,12600.0,6.869999885559082,113.52093505859375,16.665592193603516,232.26022338867188,12.18422794342041,16.431488037109375
2021-10-28,807.98,375.44,393.63,440.87,242.89,715.47,285.13,381.19,157.95562744140625,128.44012451171875,101.77424621582031,379.2638244628906,104.84439086914062,89020.0,11490.0,12660.0,7.050000190734863,115.91094207763672,16.638771057128906,234.91073608398438,12.157623291015625,16.61878776550293
2021-10-29,,,,,,,,,158.63327026367188,129.69033813476562,101.13715362548828,381.12945556640625,104.82540893554688,,,,7.03000020980835,118.17911529541016,16.755001068115234,234.95858764648438,12.148757934570312,16.593244552612305
2021-10-31,801.32,375.32,393.71,440.97,242.88,715.57,285.16,381.22,,,,,,89420.0,11370.0,12570.0,,,,,,
2021-11-01,819.67,375.1,393.36,440.09,242.63,713.11,285.04,381.2,158.39755249023438,129.53529357910156,104.19904327392578,382.4324035644531,104.82540893554688,89300.0,11430.0,12670.0,7.300000190734863,120.15673065185547,17.702722549438477,239.77162170410156,12.215534210205078,16.567707061767578
2021-11-02,820.96,375.32,393.64,440.76,242.5,715.45,285.03,381.12,159.7921142578125,130.349365234375,103.09600830078125,384.031494140625,104.83487701416016,89770.0,11330.0,12630.0,7.019999980926514,121.07522583007812,17.44344139099121,238.48944091796875,12.224435806274414,16.652843475341797
2021-11-03,818.23,374.7,392.81,440.15,242.19,713.82,284.96,380.11,160.72506713867188,131.11495971679688,102.13560485839844,388.1081848144531,104.82540893554688,87000.0,11350.0,12710.0,7.0,125.80839538574219,17.899417877197266,239.59938049316406,12.242243766784668,16.74649429321289
2021-11-04,817.34,375.3,393.64,441.24,242.53,717.18,284.96,380.24,163.23916625976562,130.21368408203125,101.52701568603516,393.0832214355469,104.84439086914062,89320.0,11400.0,12690.0,7.150000095367432,123.03411865234375,17.684844970703125,242.5274200439453,12.268954277038574,16.814603805541992
2021-11-05,,,,,,,,,164.083740234375,128.7599639892578,104.3226547241211,393.4582824707031,104.83487701416016,,,,7.03000020980835,125.50850677490234,17.48814582824707,243.72348022460938,11.966238975524902,16.865684509277344
2021-11-07,823.07,375.78,394.31,442.09,242.63,720.2,284.99,379.97,,,,,,86210.0,11370.0,12700.0,,,,,,
2021-11-08,827.0,375.62,394.03,441.91,242.34,719.25,284.99,379.68,164.9675750732422,129.52557373046875,105.9962387084961,392.92529296875,104.82540893554688,86570.0,11300.0,12650.0,7.400000095367432,128.2265167236328,17.827896118164062,242.18295288085938,11.984041213989258,16.959341049194336
2021-11-09,819.54,375.58,394.25,442.51,242.25,721.37,285.03,379.7,164.2899932861328,129.05072021484375,105.78703308105469,390.22064208984375,104.82540893554688,87910.0,11300.0,12490.0,7.679999828338623,120.80343627929688,17.720605850219727,241.7523193359375,11.957332611083984,16.91676902770996
2021-11-10,815.01,375.41,393.91,441.75,242.43,718.71,285.08,379.83,161.57945251464844,129.41897583007812,100.83285522460938,384.485595703125,104.82540893554688,90460.0,11200.0,12390.0,8.0,123.24970245361328,17.926240921020508,242.21163940429688,12.019657135009766,16.891223907470703
2021-11-11,810.27,375.33,393.8,441.24,242.6,716.62,285.16,379.62,162.3356475830078,129.04100036621094,102.37332916259766,385.5516357421875,104.82540893554688,99170.0,11310.0,12420.0,7.789999961853027,125.08673095703125,18.274934768676758,239.36976623535156,11.966238975524902,16.967851638793945
2021-11-12,,,,,,,,,164.3096160888672,129.6806640625,102.14510345458984,389.6086120605469,104.83487701416016,,,,7.849999904632568,123.521484375,17.872596740722656,239.85775756835938,11.957332611083984,17.02744483947754
2021-11-14,810.09,375.44,393.98,441.54,242.73,717.5,285.13,379.88,,,,,,97020.0,11350.0,12510.0,,,,,,
2021-11-15,810.37,375.78,394.55,441.93,242.88,718.53,285.34,380.47,164.14263916015625,128.8762664794922,102.83926391601562,389.5198059082031,104.82540893554688,98300.0,11420.0,12520.0,7.53000020980835,123.015380859375,17.58649253845215,242.02984619140625,12.01075553894043,17.11258888244629
2021-11-16,821.79,375.96,395.13,443.23,242.48,722.79,285.21,380.16,165.87107849121094,129.41897583007812,102.27823638916016,392.2935485839844,104.82540893554688,96450.0,11370.0,12480.0,7.389999866485596,122.34990692138672,17.39873504638672,241.570556640625,11.984041213989258,17.10406494140625
2021-11-17,816.11,376.1,395.48,444.05,242.21,725.08,285.63,379.74,165.37025451660156,129.60311889648438,98.64582061767578,392.5008850097656,104.83487701416016,95510.0,11340.0,12400.0,7.340000152587891,119.28506469726562,17.666959762573242,241.79061889648438,11.930624008178711,17.21474838256836
2021-11-18,812.62,376.01,395.79,445.05,242.12,728.41,285.32,379.25,167.02011108398438,129.65158081054688,98.85501098632812,396.56768798828125,104.84439086914062,94800.0,11350.0,12410.0,7.230000019073486,119.22883605957031,17.559667587280273,242.54653930664062,11.895008087158203,17.231775283813477
2021-11-19,,,,,,,,,168.23785400390625,128.86654663085938,93.91985321044922,398.77880859375,104.83487701416016,,,,7.199999809265137,118.58213806152344,16.817584991455078,241.08253479003906,11.841590881347656,17.163665771484375
2021-11-21,800.67,375.97,395.87,445.68,241.84,731.01,285.22,378.94,,,,,,90700.0,11470.0,12420.0,,,,,,
2021-11-22,802.74,375.61,395.6,445.83,241.83,731.7,285.23,378.3,166.36212158203125,128.28509521484375,95.40326690673828,394.14923095703125,104.82540893554688,90550.0,11770.0,12870.0,7.0,119.86618041992188,17.085811614990234,242.54653930664062,11.814876556396484,17.197904586791992
2021-11-23,806.99,376.08,395.62,445.27,241.69,729.62,285.31,378.71,165.97909545898438,128.42074584960938,99.2448959350586,392.352783203125,104.83487701416016,89500.0,11530.0,12790.0,6.650000095367432,122.02189636230469,17.434497833251953,244.62294006347656,11.88610553741455,17.069501876831055
2021-11-24,813.61,376.54,396.09,445.3,242.02,729.81,285.2,379.38,167.1870574951172,128.372314453125,100.54759216308594,393.61627197265625,104.81591033935547,88040.0,11600.0,12720.0,7.239999771118164,121.57200622558594,17.282503128051758,246.01995849609375,11.948431015014648,17.15511131286621
2021-11-25,815.1,377.53,397.41,446.96,242.15,735.8,285.31,380.65,,,,,,88820.0,11600.0,12760.0,,,,,,
2021-11-26,,,,,,,,,163.01327514648438,127.8974380493164,93.94840240478516,386.15380859375,104.81591033935547,,,,7.039999961853027,116.0515365600586,16.85335350036621,239.22621154785156,11.948431015014648,16.82981300354004
2021-11-28,785.69,376.71,397.25,448.15,241.59,740.17,285.25,378.86,,,,,,87910.0,11600.0,12650.0,,,,,,
2021-11-29,797.26,376.72,397.27,448.1,241.62,739.71,285.25,378.76,167.0888671875,128.246337890625,95.11799621582031,394.5342712402344,104.82540893554688,88470.0,11710.0,12780.0,6.909999847412109,115.07677459716797,16.44207191467285,239.50372314453125,11.88610553741455,17.00101661682129
2021-11-30,778.66,376.14,397.04,448.94,241.27,742.67,285.45,377.91,165.69432067871094,125.72654724121094,92.60763549804688,388.7400207519531,104.77793884277344,89900.0,11650.0,12610.0,7.050000190734863,114.0832748413086,15.807278633117676,235.34713745117188,11.939525604248047,16.83837127685547
2021-12-01,798.66,375.71,396.13,447.79,241.44,738.9,285.45,377.64,163.42575073242188,125.50364685058594,88.93717956542969,382.12640380859375,104.8064193725586,93470.0,11800.0,12800.0,6.800000190734863,112.51805877685547,15.431768417358398,234.94302368164062,11.94399642944336,16.650041580200195
2021-12-02,781.93,374.83,395.68,448.44,241.37,740.93,285.44,376.62,164.9282989501953,126.11421966552734,91.81839752197266,384.88037109375,104.81591033935547,93010.0,11660.0,12400.0,6.639999866485596,116.83883666992188,15.887746810913086,239.38824462890625,11.952937126159668,16.727079391479492
2021-12-03,,,,,,,,,162.168701171875,126.34680938720703,90.45861053466797,378.1878967285156,104.8064193725586,,,,7.550000190734863,113.64276885986328,16.200674057006836,239.898193359375,11.90823745727539,16.444583892822266
2021-12-05,798.6,374.91,395.85,449.14,241.29,743.58,285.46,376.19,,,,,,90900.0,11650.0,12450.0,,,,,,
2021-12-06,808.93,375.69,396.56,449.45,241.45,744.64,285.45,377.31,163.71055603027344,127.06397247314453,93.23522186279297,381.2182312011719,104.8064193725586,90490.0,11630.0,12530.0,7.630000114440918,115.64850616455078,17.58649253845215,246.11383056640625,11.800954818725586,16.607236862182617
2021-12-07,828.86,376.26,396.75,448.62,241.6,741.72,285.55,378.14,169.42617797851562,128.70181274414062,96.98176574707031,392.6982116699219,104.79692077636719,91400.0,11750.0,12630.0,7.590000152587891,117.12937927246094,17.434497833251953,250.0779571533203,11.917177200317383,16.87261199951172
2021-12-08,818.01,376.22,396.35,447.68,241.61,738.3,285.54,378.55,170.20201110839844,129.67095947265625,97.16241455078125,394.4552917480469,104.78743743896484,93490.0,11600.0,12460.0,7.769999980926514,116.97004699707031,17.44344139099121,249.76043701171875,11.89035415649414,17.035259246826172
2021-12-09,818.6,376.81,397.2,448.47,241.99,741.14,285.47,379.48,168.36553955078125,129.9713897705078,95.42227935791016,388.651123046875,104.8064193725586,93820.0,11500.0,12300.0,7.590000152587891,114.1489028930664,17.291446685791016,252.4160614013672,11.988697052001953,17.069501876831055
2021-12-10,,,,,,,,,171.74386596679688,130.42691040039062,96.57286834716797,392.8759765625,104.79692077636719,,,,7.940000057220459,113.86771392822266,17.720605850219727,254.9465789794922,11.952937126159668,17.018138885498047
2021-12-12,818.23,376.79,397.05,448.07,241.96,739.38,285.62,379.4,,,,,,95080.0,11470.0,12270.0,,,,,,
2021-12-13,816.25,376.83,397.23,448.19,242.03,739.78,285.55,379.77,169.19049072265625,131.65769958496094,92.2272720336914,387.2001647949219,104.8064193725586,93730.0,11460.0,12160.0,7.480000019073486,112.04004669189453,17.46132469177246,253.13768005371094,11.952937126159668,16.9753360748291
2021-12-14,820.16,376.49,396.73,447.5,241.82,737.74,285.47,379.16,166.41123962402344,131.1246795654297,90.59173583984375,383.1924743652344,104.8064193725586,92120.0,11390.0,12090.0,7.25,111.22803497314453,18.043214797973633,252.58924865722656,11.90823745727539,17.009572982788086
2021-12-15,825.76,376.69,396.59,446.79,241.75,734.69,285.3,379.78,170.82073974609375,133.80917358398438,90.95307922363281,391.9283447265625,104.79692077636719,94510.0,11460.0,12240.0,7.199999809265137,111.74734497070312,17.853761672973633,254.5135955810547,11.81883430480957,17.02669906616211
2021-12-16,837.3,377.12,396.91,447.41,241.19,737.03,285.3,380.5,165.97909545898438,134.6038818359375,90.08776092529297,381.85003662109375,104.81591033935547,91810.0,11590.0,12350.0,7.429999828338623,111.74734497070312,18.268756866455078,255.50465393066406,11.872474670410156,16.94109344482422
2021-12-17,,,,,,,,,164.869384765625,133.663818359375,89.01325225830078,379.9449768066406,104.8064193725586,,,,7.869999885559082,110.48210906982422,17.303443908691406,251.80027770996094,11.94399642944336,17.17222785949707
2021-12-19,825.19,376.65,396.65,447.57,241.18,737.39,285.43,379.71,,,,,,90400.0,11380.0,12100.0,,,,,,
2021-12-20,797.19,375.47,395.78,447.82,240.94,738.69,285.38,377.72,162.908447265625,132.85438537597656,86.93708038330078,376.2593078613281,104.79692077636719,90570.0,11160.0,11930.0,8.180000305175781,110.00057220458984,17.519962310791016,251.8291473388672,12.024456977844238,17.05238914489746
2021-12-21,815.48,375.33,395.25,446.74,240.77,734.58,285.31,377.78,167.03106689453125,133.40892028808594,91.03779602050781,384.6801452636719,104.8064193725586,91640.0,11430.0,12200.0,8.6899995803833,113.07868957519531,18.746902465820312,254.38851928710938,12.20326042175293,17.223588943481445
2021-12-22,823.18,375.3,395.14,446.44,240.96,733.26,285.37,378.11,169.21539306640625,134.96548461914062,91.56354522705078,389.364990234375,104.8064193725586,94710.0,11460.0,12350.0,8.880000114440918,113.19198608398438,18.837114334106445,254.9176788330078,12.158559799194336,17.17194366455078
2021-12-23,829.07,375.8,395.32,445.92,240.99,730.98,285.39,379.05,170.1599578857422,135.52003479003906,91.21942138671875,392.3004455566406,104.8064193725586,96430.0,11720.0,12520.0,9.039999961853027,113.93791198730469,18.611576080322266,255.88951110839844,12.122798919677734,17.275232315063477
2021-12-26,824.48,376.28,395.71,446.01,241.03,731.12,285.43,379.66,,,,,,97510.0,11700.0,12550.0,,,,,,
2021-12-27,824.09,376.57,395.98,446.27,241.11,732.0,285.54,379.82,173.81028747558594,136.95013427734375,94.90909576416016,398.7840576171875,104.8064193725586,96530.0,11710.0,12730.0,9.1899995803833,117.03492736816406,18.422122955322266,258.0928649902344,12.095977783203125,17.283843994140625
2021-12-28,837.28,377.13,396.66,446.79,241.39,733.9,285.59,380.01,172.90509033203125,136.59019470214844,94.08704376220703,396.9358215332031,104.79692077636719,96000.0,11810.0,12790.0,8.90999984741211,116.8460922241211,18.395055770874023,257.7464599609375,12.060218811035156,17.30105972290039
2021-12-29,837.15,377.23,396.48,446.16,241.36,731.36,285.6,379.83,173.05267333984375,137.3684844970703,93.7046890258789,396.87652587890625,104.8064193725586,96740.0,11900.0,12850.0,8.925000190734863,117.94136810302734,18.178539276123047,258.3334045410156,12.167497634887695,17.275232315063477
2021-12-30,846.29,377.23,396.51,446.0,241.49,730.52,285.66,379.96,171.9113311767578,137.65060424804688,91.94587707519531,395.6905212402344,104.8064193725586,95170.0,12000.0,12950.0,8.960000038146973,116.59115600585938,18.377012252807617,257.1018371582031,12.167497634887695,17.335485458374023
2021-12-31,,,,,,,,,171.0749969482422,137.06687927246094,91.64000701904297,393.2196044921875,104.8064193725586,,,,9.0,117.01605987548828,18.178539276123047,257.9292907714844,12.176438331604004,17.35270118713379
2022-01-02,862.54,378.22,397.54,446.62,241.75,732.72,285.9,380.38,,,,,,94960.0,12230.0,13180.0,,,,,,
2022-01-03,889.47,378.84,397.96,446.18,241.85,731.32,285.59,382.46,172.69850158691406,135.65623474121094,95.98926544189453,397.0050048828125,104.78743743896484,93450.0,12270.0,13260.0,8.739999771118164,117.6014633178711,18.575489044189453,258.41998291015625,12.207857131958008,17.31827163696289
2022-01-04,910.25,379.25,398.41,446.16,241.97,731.58,285.67,382.8,170.86839294433594,133.86618041992188,100.10908508300781,391.85565185546875,104.78743743896484,91400.0,12430.0,13420.0,8.949999809265137,120.46241760253906,18.77396583557129,258.3526916503906,12.216830253601074,17.35270118713379
2022-01-05,922.81,379.26,398.51,446.16,242.21,731.57,285.9,382.97,165.61424255371094,132.91273498535156,97.0502700805664,379.8174133300781,104.7684555053711,90840.0,12560.0,13550.0,8.970000267028809,118.31906127929688,18.683746337890625,257.08258056640625,12.091164588928223,17.051435470581055
2022-01-06,919.78,378.69,397.6,445.1,241.99,728.16,285.78,381.9,164.77786254882812,131.3756103515625,100.00393676757812,379.5505676269531,104.77793884277344,89000.0,12610.0,13530.0,9.09000015258789,120.51907348632812,18.187559127807617,259.488037109375,12.118090629577637,17.21497917175293
2022-01-07,,,,,,,,,163.26266479492188,130.70437622070312,100.08040618896484,375.4389953613281,104.78743743896484,,,,8.890000343322754,120.54739379882812,18.764944076538086,256.95751953125,11.992424011230469,17.154726028442383
2022-01-09,911.85,377.92,396.66,444.19,241.96,724.99,285.8,380.92,,,,,,86110.0,12370.0,13350.0,,,,,,
2022-01-10,906.94,377.49,396.17,443.48,241.87,722.75,285.59,380.08,163.29214477539062,132.04690551757812,99.45909118652344,375.68603515625,104.78743743896484,84900.0,12430.0,13400.0,8.760000228881836,119.80146789550781,18.367992401123047,254.40774536132812,12.073210716247559,17.103078842163086
2022-01-11,933.71,377.09,395.75,443.11,241.9,721.6,285.51,379.48,165.25015258789062,133.0975799560547,103.85613250732422,381.32965087890625,104.7684555053711,86120.0,12650.0,13580.0,8.920000076293945,120.54739379882812,18.43114471435547,252.20437622070312,12.171950340270996,17.154726028442383
2022-01-12,938.28,377.31,395.96,442.97,242.04,721.11,285.56,379.32,166.0274658203125,132.71820068359375,104.94583129882812,382.841796875,104.77793884277344,87840.0,12770.0,13900.0,9.08899974822998,119.75426483154297,18.205604553222656,251.04977416992188,12.216830253601074,17.20637321472168
2022-01-13,935.98,377.31,395.94,443.17,241.91,721.85,285.62,379.51,161.72772216796875,130.6557159423828,102.9002456665039,373.2645568847656,104.77793884277344,86110.0,13040.0,14200.0,9.0,122.59632873535156,18.485275268554688,251.52122497558594,12.189905166625977,16.999794006347656
2022-01-14,,,,,,,,,163.09535217285156,130.4319610595703,106.09288024902344,375.5872802734375,104.75896453857422,,,,8.989999771118164,121.75598907470703,18.602554321289062,247.961181640625,12.180927276611328,16.999794006347656
2022-01-16,959.53,376.96,395.24,441.69,242.19,716.99,285.64,379.39,,,,,,82430.0,12890.0,13860.0,,,,,,
2022-01-17,967.02,376.49,394.42,440.45,242.22,712.77,285.59,379.01,,,,,,82780.0,12700.0,13700.0,,,,,,
2022-01-18,970.31,375.84,393.81,440.15,242.12,711.62,285.59,378.03,159.17935180664062,128.60296630859375,104.30538940429688,366.2373046875,104.71149444580078,80880.0,12480.0,13330.0,8.619999885559082,119.68817138671875,18.15147590637207,246.77772521972656,12.180927276611328,16.999794006347656
2022-01-19,983.67,375.53,393.51,440.19,242.06,711.71,285.65,377.28,156.9556884765625,128.07762145996094,103.15833282470703,362.2147216796875,104.74946594238281,80800.0,12530.0,13440.0,8.199999809265137,117.90361022949219,17.808650970458984,245.5653839111328,12.118090629577637,16.543598175048828
2022-01-20,979.95,375.9,393.94,440.92,242.08,713.96,285.61,377.55,154.92880249023438,127.24097442626953,99.69805908203125,357.5101318359375,104.75896453857422,82410.0,12560.0,13430.0,7.429999828338623,116.5439453125,17.700393676757812,243.55445861816406,11.992424011230469,16.474735260009766
2022-01-21,,,,,,,,,151.84910583496094,125.956787109375,96.113525390625,347.5968322753906,104.75896453857422,,,,7.670000076293945,116.29844665527344,17.49289321899414,244.95921325683594,11.812896728515625,15.83410358428955
