,170,603,601,690,637,704,701,714,XLK,XLV,XOP,QQQ,SHV,273011,695437,593038,LMB,AGM,TDS,MCD,FMY,EOI
,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,closingPrice,closingPrice,closingPrice,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close
2016-03-01,879.94,298.53,334.78,400.42,236.32,596.03,279.47,314.91,38.27554702758789,59.472957611083984,88.3931655883789,99.73275756835938,98.9380874633789,23680.0,4424.0,4616.0,10.0,25.688772201538086,20.768321990966797,98.97905731201172,9.291301727294922,7.1394548416137695
2016-03-02,878.76,298.75,334.73,400.21,236.36,595.3,279.42,315.66,38.384403228759766,59.56965637207031,93.12850952148438,99.77043151855469,98.95603942871094,23920.0,4427.0,4606.0,10.0,25.153268814086914,21.053564071655273,98.67093658447266,9.28475284576416,7.088821887969971
2016-03-03,882.68,298.85,334.62,400.06,236.35,594.76,279.42,315.89,38.384403228759766,59.40261459350586,97.7586441040039,99.58187103271484,98.96498107910156,23720.0,4430.0,4600.0,10.0,25.386096954345703,21.223161697387695,97.18021392822266,9.297857284545898,7.0550665855407715
2016-03-04,,,,,,,,,38.484195709228516,59.261962890625,101.54692077636719,99.61961364746094,98.95603942871094,,,,9.920000076293945,25.401620864868164,21.253999710083008,97.5882797241211,9.376489639282227,7.038186550140381
2016-03-06,907.99,299.09,334.66,399.87,236.45,594.01,279.46,316.4,,,,,,24220.0,4418.0,4660.0,,,,,,
2016-03-07,892.52,298.42,334.07,399.61,236.42,593.22,279.45,315.19,38.24832534790039,59.7366828918457,105.47547912597656,99.00680541992188,98.95603942871094,23900.0,4417.0,4660.0,9.920000076293945,25.347291946411133,21.415891647338867,97.56327819824219,9.38304328918457,7.071943759918213
2016-03-08,903.88,298.61,334.58,400.03,236.46,594.8,279.46,315.94,38.01244354248047,59.007015228271484,96.95186614990234,98.18663787841797,98.96498107910156,23450.0,4425.0,4650.0,9.770000457763672,25.22311782836914,21.423601150512695,98.62095642089844,9.330618858337402,7.010056495666504
2016-03-09,908.47,298.55,334.4,399.79,236.46,593.9,279.5,315.62,38.33903884887695,59.11251449584961,100.38938903808594,98.81826782226562,98.97399139404297,23490.0,4420.0,4625.0,9.869000434875488,25.029090881347656,20.976470947265625,99.636962890625,9.38304328918457,7.038186550140381
2016-03-10,906.18,298.83,334.59,399.84,236.39,594.14,279.52,315.62,38.30276107788086,59.147682189941406,100.00353240966797,98.66744232177734,98.97399139404297,23650.0,4420.0,4648.0,9.869000434875488,27.163358688354492,20.96875762939453,99.92015838623047,9.356830596923828,7.060693264007568
2016-03-11,,,,,,,,,38.89244842529297,60.2993049621582,104.42321014404297,100.39266204833984,98.96498107910156,,,,9.869000434875488,27.82303810119629,21.539241790771484,101.22764587402344,9.46166706085205,7.145081996917725
2016-03-13,913.39,298.27,333.96,399.3,236.36,592.29,279.52,314.98,,,,,,23390.0,4434.0,4655.0,,,,,,
2016-03-14,907.71,298.61,334.12,399.15,236.31,591.83,279.56,315.45,38.937801361083984,60.044376373291016,102.8096694946289,100.5623550415039,98.96498107910156,23470.0,4430.0,4639.0,9.869000434875488,28.071388244628906,21.354219436645508,102.35194396972656,9.468222618103027,7.145081996917725
2016-03-15,906.6,298.96,334.13,398.95,236.31,591.09,279.63,316.38,39.082969665527344,59.11251449584961,102.84475708007812,100.52465057373047,98.97399139404297,23890.0,4420.0,4675.0,9.869000434875488,27.74542808532715,21.414670944213867,102.79332733154297,9.481325149536133,7.100072860717773
2016-03-16,910.38,299.42,334.5,398.77,236.67,590.5,279.67,317.6,39.53658676147461,58.971858978271484,106.77333068847656,101.42024230957031,98.9829330444336,24490.0,4420.0,4625.0,9.869000434875488,27.5902099609375,21.616186141967773,102.86825561523438,9.40925121307373,7.116951942443848
2016-03-17,909.77,300.38,335.36,399.36,236.94,592.24,279.82,318.74,39.681739807128906,58.28611755371094,108.5973129272461,101.36367797851562,98.99190521240234,24550.0,4440.0,4697.0,9.869000434875488,28.520570755004883,22.119970321655273,102.5684585571289,9.448565483093262,7.083197116851807
2016-03-18,,,,,,,,,39.74555587768555,58.971656799316406,108.68878936767578,101.52252960205078,98.9829330444336,,,,9.8100004196167,29.302385330200195,21.902957916259766,103.33464813232422,9.455116271972656,7.083197116851807
2016-03-20,908.25,300.6,335.47,399.53,236.93,592.92,279.83,319.01,,,,,,25010.0,4444.0,4676.0,,,,,,
2016-03-21,918.7,300.31,334.95,399.03,236.94,591.28,279.88,318.78,39.88233184814453,59.31575012207031,108.3722152709961,101.91964721679688,98.99190521240234,24610.0,4459.0,4687.0,9.880999565124512,29.849653244018555,22.088970184326172,103.10978698730469,9.40925121307373,7.111327171325684
2016-03-22,918.47,300.49,334.97,399.06,236.93,591.18,279.91,319.32,39.89145278930664,59.90687561035156,108.72393798828125,102.2317123413086,98.9829330444336,24570.0,4387.0,4633.0,9.880999565124512,29.72456169128418,22.135469436645508,103.11811065673828,9.41579818725586,7.154379844665527
2016-03-23,914.99,300.62,334.96,399.13,236.94,591.66,279.84,319.83,39.66350173950195,59.48338317871094,103.44776153564453,101.3901596069336,98.9829330444336,24970.0,4340.0,4606.0,9.949999809265137,29.779296875,22.143218994140625,103.42626190185547,9.448565483093262,7.120390892028809
2016-03-24,,,,,,,,,39.772918701171875,59.456932067871094,104.74925231933594,101.41854858398438,99.0098648071289,,,,9.949999809265137,30.131103515625,22.034713745117188,102.67675018310547,9.40925121307373,6.995769023895264
2016-03-27,897.62,300.32,334.79,399.02,236.9,591.29,279.84,319.55,,,,,,24690.0,4338.0,4633.0,,,,,,
2016-03-28,855.2,300.33,334.87,399.29,236.85,592.07,279.93,319.48,39.672611236572266,59.289276123046875,103.834716796875,101.27669525146484,98.99190521240234,24950.0,4360.0,4676.0,9.890000343322754,29.91219711303711,22.49199867248535,102.57676696777344,9.442010879516602,7.069406032562256
2016-03-29,869.3,300.42,334.75,399.39,236.64,592.41,279.96,319.73,40.292633056640625,59.977474212646484,105.27686309814453,102.90300750732422,99.02783203125,24730.0,4406.0,4690.0,9.890000343322754,31.27255630493164,23.05002784729004,103.2430419921875,9.442010879516602,7.120390892028809
2016-03-30,878.13,300.56,334.9,399.66,236.7,593.5,279.92,319.72,40.52970886230469,59.98628234863281,105.13616180419922,103.40416717529297,99.03675842285156,24650.0,4379.0,4659.0,9.890000343322754,29.81056022644043,23.205041885375977,104.79206085205078,9.442010879516602,7.205357551574707
2016-03-31,870.0,300.82,335.28,400.04,236.82,594.63,279.89,320.34,40.447654724121094,59.8010139465332,106.75418090820312,103.25283813476562,99.01883697509766,24650.0,4407.0,4657.0,9.890000343322754,29.497838973999023,23.321298599243164,104.66712951660156,9.41579818725586,7.097731590270996
2016-04-01,,,,,,,,,40.75766372680664,60.48037338256836,104.9954605102539,104.34970092773438,99.00985717773438,,,,9.890000343322754,29.32583236694336,23.584821701049805,105.7831039428711,9.537657737731934,7.233680725097656
2016-04-03,878.22,301.05,335.75,400.61,236.69,596.72,279.85,320.64,,,,,,24130.0,4392.0,4630.0,,,,,,
2016-04-04,876.47,300.88,335.69,400.76,236.55,597.24,279.81,320.74,40.60265350341797,61.203834533691406,103.69400787353516,103.95256042480469,99.02782440185547,24200.0,4349.0,4589.0,9.890000343322754,29.318016052246094,23.685571670532227,106.24113464355469,9.458613395690918,7.211024761199951
2016-04-05,876.74,301.06,336.14,401.36,236.51,599.35,279.84,320.74,40.210575103759766,60.409767150878906,102.81465148925781,102.95030212402344,99.0457534790039,24070.0,4357.0,4597.0,9.890000343322754,29.16947364807129,22.84076499938965,106.0829086303711,9.524484634399414,7.165705680847168
2016-04-06,862.98,301.26,336.26,401.35,236.6,599.36,279.86,321.07,40.60265350341797,62.03318786621094,106.29692077636719,104.642822265625,99.0457534790039,23600.0,4316.0,4619.0,9.890000343322754,29.2867488861084,22.85626983642578,106.19950866699219,9.623282432556152,7.245009899139404
