,601,602,700,701,702,142,143,SPY,QQQ,^RUT,IEI,LQD,GSG,GLD,OIL,TSLA,AAPL,AMZN,MSFT,GOOGL,META,NVDA
,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close
2013-09-06,,,,,,,,138.20570373535156,70.38155364990234,1029.550048828125,103.49166870117188,80.67030334472656,33.88999938964844,134.14999389648438,44.81800079345703,11.131333351135254,15.550324440002441,14.793000221252441,26.140695571899414,22.011512756347656,43.95000076293945,3.4912705421447754
2013-09-08,301.37,305.11,391.87,275.68,315.04,1165.42,818.14,,,,,,,,,,,,,,,
2013-09-09,301.77,305.49,392.48,275.53,315.05,1179.84,826.95,139.5291748046875,71.20491790771484,1046.0799560546875,103.68266296386719,80.88088989257812,33.63999938964844,133.91000366210938,44.34590148925781,10.713333129882812,15.798453330993652,14.98550033569336,26.56868553161621,22.223472595214844,44.040000915527344,3.5499279499053955
2013-09-10,302.17,305.82,392.86,275.67,315.1,1198.44,839.0,140.56129455566406,71.55257415771484,1055.719970703125,103.43961334228516,80.52497863769531,33.189998626708984,131.74000549316406,43.45000076293945,11.091333389282227,15.438583374023438,15.017999649047852,27.181285858154297,22.238988876342773,43.599998474121094,3.625009059906006
2013-09-11,302.88,306.54,393.91,275.73,315.1,1200.43,839.91,141.00247192382812,71.41535949707031,1055.3399658203125,103.73468017578125,80.9027328491211,33.25,131.6999969482422,43.720001220703125,10.90133285522461,14.59805965423584,14.982000350952148,27.47500991821289,22.42717742919922,45.040000915527344,3.6860122680664062
2013-09-12,303.24,306.75,394.03,275.75,315.13,1202.81,827.92,140.62789916992188,71.36961364746094,1048.47998046875,103.71731567382812,80.84461975097656,33.58000183105469,127.66999816894531,44.06159973144531,10.995332717895508,14.753488540649414,14.942999839782715,27.43304443359375,22.348848342895508,44.75,3.6836657524108887
2013-09-13,,,,,,,,140.94419860839844,71.41535949707031,1053.97998046875,103.79547882080078,80.89541625976562,33.59000015258789,127.81999969482422,44.09000015258789,11.03600025177002,14.510350227355957,14.895999908447266,27.718366622924805,22.248998641967773,44.310001373291016,3.7071290016174316
2013-09-15,303.54,306.83,394.07,275.79,315.15,1225.8,837.85,,,,,,,,,,,,,,,
2013-09-16,304.06,307.49,395.33,275.86,315.24,1230.37,841.45,141.7598876953125,71.22323608398438,1056.25,104.06452941894531,80.9898452758789,33.060001373291016,126.44999694824219,43.55550003051758,11.10533332824707,14.049043655395508,14.803000450134277,27.525358200073242,22.216215133666992,42.5099983215332,3.709474563598633
2013-09-17,303.71,307.03,394.63,275.8,315.23,1240.08,845.72,142.3925323486328,71.69896697998047,1066.3900146484375,104.17736053466797,81.20775604248047,32.56999969482422,126.5,43.08599853515625,11.081999778747559,14.211344718933105,15.208499908447266,27.634445190429688,22.174924850463867,45.06999969482422,3.7212069034576416
2013-09-18,,,,,,,,144.0406494140625,72.55894470214844,1076.969970703125,104.91510772705078,82.39885711669922,33.31999969482422,132.00999450683594,44.00859832763672,11.08133316040039,14.50348949432373,15.601499557495117,27.961727142333984,22.605606079101562,45.22999954223633,3.754054546356201
2013-09-19,,,,,,,,143.79925537109375,72.73277282714844,1075.27001953125,104.74147033691406,81.87594604492188,32.970001220703125,131.75,43.900001525878906,11.861332893371582,14.741314888000488,15.602999687194824,28.230270385742188,22.48223114013672,45.97999954223633,3.73763108253479
2013-09-20,,,,,,,,142.79388427734375,72.48320007324219,1072.8299560546875,104.73278045654297,81.94853210449219,32.849998474121094,127.95999908447266,43.1890983581543,12.22599983215332,14.588693618774414,15.817000389099121,27.516963958740234,22.60034942626953,47.4900016784668,3.704782247543335
2013-09-22,304.75,308.26,396.51,275.79,315.36,1252.98,841.93,,,,,,,,,,,,,,,
2013-09-23,305.29,308.86,397.31,275.98,315.5,1261.54,848.74,142.13307189941406,72.33634948730469,1072.1300048828125,104.89766693115234,82.43516540527344,32.369998931884766,127.55000305175781,42.7400016784668,12.074000358581543,15.313742637634277,15.57450008392334,27.47500991821289,22.18468475341797,47.189998626708984,3.669588327407837
2013-09-24,305.93,309.44,397.81,276.29,315.75,1256.36,852.78,141.79855346679688,72.33634948730469,1074.6800537109375,105.03656768798828,82.64582824707031,32.41999816894531,127.66000366210938,42.680999755859375,12.155332565307617,15.265676498413086,15.706500053405762,27.231645584106445,22.193193435668945,48.45000076293945,3.6836657524108887
2013-09-25,,,,,,,,141.38864135742188,72.08861541748047,1073.510009765625,105.19280242919922,82.9000244140625,32.36000061035156,128.7899932861328,42.5,12.349332809448242,15.029402732849121,15.632499694824219,27.28199005126953,21.95270347595215,49.459999084472656,3.6883583068847656
2013-09-26,,,,,,,,141.932373046875,72.64837646484375,1078.4100341796875,105.09730529785156,82.69664001464844,32.560001373291016,127.79000091552734,42.84000015258789,12.576000213623047,15.175786018371582,15.906000137329102,27.50017547607422,21.976226806640625,50.38999938964844,3.6766271591186523
2013-09-27,,,,,,,,141.27989196777344,72.55661010742188,1074.18994140625,105.23621368408203,82.6312484741211,32.40999984741211,128.97000122070312,42.65999984741211,12.726667404174805,15.067485809326172,15.80049991607666,27.919776916503906,21.931682586669922,51.2400016784668,3.655510187149048
2013-09-29,306.24,309.72,398.31,276.29,315.83,1270.93,862.64,,,,,,,,,,,,,,,
2013-09-30,305.92,309.31,397.82,276.48,315.88,1264.98,859.76,140.5271453857422,72.38224792480469,1073.7900390625,105.30559539794922,82.44971466064453,32.380001068115234,128.17999267578125,42.65999984741211,12.891332626342773,14.880212783813477,15.631999969482422,27.928165435791016,21.91967010498047,50.22999954223633,3.65081787109375
2013-10-01,305.63,308.93,397.6,276.42,315.91,1274.78,863.91,141.6396026611328,73.11632537841797,1087.4300537109375,105.13623046875,82.36662292480469,31.8799991607666,124.58999633789062,42.40999984741211,12.866666793823242,15.230093002319336,16.047500610351562,28.17992401123047,22.19719696044922,50.41999816894531,3.648470640182495
2013-10-02,305.97,309.33,398.22,276.55,315.91,1271.97,862.79,141.50575256347656,73.0888442993164,1082.550048828125,105.3012924194336,82.6143798828125,32.36000061035156,127.05999755859375,43.18000030517578,12.063332557678223,15.280033111572266,16.02549934387207,28.465242385864258,22.22197151184082,50.279998779296875,3.646125316619873
2013-10-03,306.21,309.61,398.39,276.71,315.95,1257.64,851.09,140.20094299316406,72.2354507446289,1070.9000244140625,105.3880844116211,82.65811157226562,32.27000045776367,127.18000030517578,42.959999084472656,11.553999900817871,15.088081359863281,15.73799991607666,28.414892196655273,21.92417335510254,49.18000030517578,3.6085851192474365
2013-10-04,,,,,,,,141.26319885253906,72.85940551757812,1078.25,105.20575714111328,82.57791900634766,32.400001525878906,126.52999877929688,43.189998626708984,12.065333366394043,15.076221466064453,15.95199966430664,28.43168067932129,21.830581665039062,51.040000915527344,3.6578569412231445
2013-10-06,306.57,309.93,398.76,276.69,315.98,1275.3,861.32,,,,,,,,,,,,,,,
2013-10-07,306.55,309.92,398.71,276.74,315.98,1280.59,862.63,140.04202270507812,72.25379180908203,1065.7900390625,105.2405014038086,82.72369384765625,32.599998474121094,127.63999938964844,43.09000015258789,12.204667091369629,15.22354507446289,15.501500129699707,27.94495391845703,21.665164947509766,50.52000045776367,3.6578569412231445
2013-10-08,306.23,309.87,398.6,276.61,315.99,1282.07,865.93,138.4110107421875,70.85899353027344,1047.260009765625,105.11021423339844,82.70911407470703,32.63999938964844,127.4000015258789,43.301700592041016,11.648667335510254,15.010994911193848,15.161499977111816,27.70158576965332,21.363113403320312,47.13999938964844,3.627354621887207
2013-10-09,306.36,310.05,398.86,276.61,316.0,1286.12,861.91,138.5113983154297,70.6387710571289,1043.4599609375,105.09283447265625,82.53423309326172,32.459999084472656,126.11000061035156,42.5640983581543,11.251999855041504,15.187332153320312,14.911499977111816,27.751935958862305,21.417917251586914,46.77000045776367,3.5710437297821045
2013-10-10,306.24,309.88,398.59,276.5,316.0,1292.75,867.59,141.49746704101562,72.13450622558594,1069.5,105.08409881591797,82.65083312988281,32.95000076293945,124.2699966430664,43.23460006713867,11.528667449951172,15.282530784606934,15.258500099182129,28.330978393554688,21.72772789001465,49.04999923706055,3.610930919647217
2013-10-11,,,,,,,,142.40908813476562,72.70342254638672,1084.31005859375,105.17098236083984,82.7601547241211,32.79999923706055,122.5999984741211,42.715999603271484,11.91333293914795,15.381476402282715,15.544500350952148,28.64147186279297,21.821571350097656,49.11000061035156,3.580429792404175
2013-10-13,306.44,310.1,398.72,276.53,316.03,1285.16,861.73,,,,,,,,,,,,,,,
2013-10-14,306.39,309.77,398.42,276.46,316.04,1295.8,862.83,142.9778594970703,73.21731567382812,1090.300048828125,104.97120666503906,82.50508880615234,32.779998779296875,122.83000183105469,43.1619987487793,11.981332778930664,15.48228645324707,15.53499984741211,28.910011291503906,21.92467498779297,49.5099983215332,3.6343936920166016
2013-10-15,306.19,309.61,398.27,276.44,316.06,1302.95,865.79,141.94070434570312,72.9328384399414,1079.6199951171875,105.0580825805664,82.51962280273438,32.4900016784668,123.7300033569336,42.79389953613281,12.262666702270508,15.564688682556152,15.319999694824219,28.943580627441406,22.072322845458984,49.5,3.61562442779541
2013-10-16,306.23,309.81,398.93,276.41,316.12,1307.0,868.56,143.9229736328125,73.75868225097656,1092.4200439453125,105.31863403320312,83.13172912597656,32.810001373291016,123.54000091552734,43.279998779296875,12.237333297729492,15.64052963256836,15.524499893188477,29.069461822509766,22.473222732543945,51.13999938964844,3.660203695297241
2013-10-17,307.3,311.07,400.63,276.43,316.25,1296.65,873.3,144.8848876953125,74.18079376220703,1102.27001953125,105.56184387207031,83.74376678466797,32.52000045776367,127.41999816894531,42.395999908447266,12.186667442321777,15.746338844299316,15.53849983215332,29.304433822631836,22.241992950439453,52.209999084472656,3.6672422885894775
2013-10-18,,,,,,,,145.86349487304688,75.38291931152344,1114.77001953125,105.57923126220703,83.85308837890625,32.77000045776367,126.8499984741211,42.61000061035156,12.226667404174805,15.883356094360352,16.446500778198242,29.33800506591797,25.31056022644043,54.220001220703125,3.709474563598633
2013-10-20,307.98,311.75,401.3,276.47,316.28,1305.67,878.38,,,,,,,,,,,,,,,
2013-10-21,308.0,311.65,401.35,276.4,316.32,1304.15,876.16,145.87184143066406,75.548095703125,1112.47998046875,105.52713775634766,83.63444519042969,32.52000045776367,126.9800033569336,42.24259948730469,11.506667137145996,16.272565841674805,16.32200050354004,29.363168716430664,25.107608795166016,53.849998474121094,3.718859910964966
2013-10-22,308.38,312.16,402.16,276.22,316.35,1308.27,883.69,146.7166290283203,75.65815734863281,1115.6300048828125,105.82246398925781,84.14456939697266,32.33000183105469,129.33999633789062,41.79349899291992,11.435999870300293,16.226064682006836,16.62700080871582,29.019107818603516,25.200199127197266,52.68000030517578,3.700089693069458
2013-10-23,308.28,312.21,402.28,276.47,316.42,1289.33,874.42,146.01405334472656,75.1993637084961,1110.9300537109375,105.86589050292969,84.12269592285156,31.860000610351562,128.69000244140625,41.0099983215332,10.966667175292969,16.384925842285156,16.33799934387207,28.330978393554688,25.81106185913086,51.900001525878906,3.636740207672119
2013-10-24,308.31,312.26,402.44,276.46,316.53,1286.36,874.59,146.4991912841797,75.52970886230469,1118.8499755859375,105.80508422851562,84.03526306152344,31.799999237060547,129.89999389648438,41.11600112915039,11.543333053588867,16.601850509643555,16.61050033569336,28.29741096496582,25.664413452148438,52.45000076293945,3.610930919647217
2013-10-25,,,,,,,,147.1683349609375,76.07112121582031,1118.3399658203125,105.89197540283203,84.0279769897461,31.979999542236328,130.4600067138672,41.4109992980957,11.310667037963867,16.416147232055664,18.16950035095215,29.984182357788086,25.405405044555664,51.95000076293945,3.575737476348877
2013-10-27,308.59,312.56,402.69,276.58,316.49,1293.32,874.22,,,,,,,,,,,,,,,
2013-10-28,308.61,312.57,402.72,276.53,316.6,1285.32,869.6,147.40249633789062,76.0894546508789,1117.969970703125,105.86589050292969,84.1081314086914,32.18000030517578,130.55999755859375,41.856201171875,10.857333183288574,16.538494110107422,17.908000946044922,29.84990692138672,25.400400161743164,50.22999954223633,3.568697929382324
2013-10-29,308.58,312.46,402.47,276.46,316.57,1289.75,872.21,148.18878173828125,76.21788787841797,1121.0699462890625,105.94397735595703,84.22467803955078,32.09000015258789,129.77000427246094,41.6973991394043,10.964667320251465,16.126495361328125,18.135000228881836,29.807937622070312,25.93193244934082,49.400001525878906,3.5733907222747803
2013-10-30,308.7,312.51,402.5,276.47,316.61,1283.08,865.26,147.45272827148438,76.14452362060547,1105.5,105.83114624023438,84.05709838867188,32.11000061035156,129.60000610351562,41.34000015258789,10.614666938781738,16.383060455322266,18.054000854492188,29.824731826782227,25.786285400390625,49.0099983215332,3.5710437297821045
2013-10-31,308.29,312.05,401.92,276.42,316.58,1288.19,863.72,147.0344696044922,75.97016143798828,1100.1500244140625,105.83114624023438,83.94054412841797,31.90999984741211,127.73999786376953,41.141998291015625,10.662667274475098,16.314388275146484,18.201499938964844,29.71563148498535,25.79029083251953,50.209999084472656,3.5640053749084473
2013-11-01,,,,,,,,147.3857879638672,75.98853302001953,1095.6700439453125,105.55810546875,83.7138900756836,31.3799991607666,126.94999694824219,40.709999084472656,10.811332702636719,16.231056213378906,17.950000762939453,29.816341400146484,25.701702117919922,49.75,3.580429792404175
2013-11-03,307.94,311.59,401.34,276.3,316.6,1293.42,870.14,,,,,,,,,,,,,,,
2013-11-04,308.25,311.81,401.52,276.29,316.58,1301.37,873.64,147.9043731689453,76.09862518310547,1108.280029296875,105.67987060546875,83.73584747314453,31.1200008392334,126.80999755859375,40.53990173339844,11.680000305175781,16.440799713134766,17.937000274658203,30.16041374206543,25.678428649902344,48.220001220703125,3.4771926403045654
2013-11-05,307.88,311.34,400.83,276.17,316.58,1297.97,872.49,147.43601989746094,76.18123626708984,1103.5899658203125,105.53208923339844,83.37761688232422,31.020000457763672,126.55999755859375,40.07400131225586,11.787332534790039,16.40022087097168,17.944499969482422,30.747838973999023,25.56356430053711,50.11000061035156,3.4725003242492676
2013-11-06,308.12,311.5,401.15,276.22,316.59,1304.96,879.54,148.18878173828125,76.16285705566406,1098.6300048828125,105.75810241699219,83.47262573242188,31.09000015258789,127.19999694824219,40.652000427246094,10.077333450317383,16.353763580322266,17.80900001525879,32.040191650390625,25.594343185424805,49.119998931884766,3.4959633350372314
2013-11-07,308.8,312.36,402.28,276.33,316.63,1310.46,888.05,146.315185546875,74.73137664794922,1079.0899658203125,105.86243438720703,83.64080810546875,30.84000015258789,126.16000366210938,40.36669921875,9.317999839782715,16.0891056060791,17.17799949645996,31.469539642333984,25.223974227905273,47.560001373291016,3.4138431549072266
2013-11-08,,,,,,,,148.2891387939453,75.74077606201172,1099.969970703125,105.36688232421875,82.82200622558594,31.030000686645508,124.27999877929688,40.54199981689453,9.196666717529297,16.34246253967285,17.515499114990234,31.704509735107422,25.426176071166992,47.529998779296875,3.65081787109375
2013-11-10,308.28,311.66,401.51,276.28,316.65,1313.41,893.09,,,,,,,,,,,,,,,
2013-11-11,308.48,311.91,401.81,276.32,316.66,1311.55,894.09,148.31423950195312,75.62149047851562,1101.5,105.34078979492188,82.6830825805664,31.299999237060547,123.87000274658203,40.77690124511719,9.646666526794434,16.29505157470703,17.7189998626709,31.545061111450195,25.2900390625,46.20000076293945,3.6813199520111084
2013-11-12,309.02,312.53,402.49,276.33,316.66,1309.07,892.35,148.0131378173828,75.74077606201172,1101.469970703125,105.24520874023438,82.74156188964844,31.030000686645508,122.44999694824219,40.03799819946289,9.186667442321777,16.325193405151367,17.476499557495117,31.352054595947266,25.319820404052734,46.61000061035156,3.6883583068847656
2013-11-13,309.43,313.03,403.15,276.42,316.72,1307.31,885.27,149.200927734375,76.65835571289062,1112.1800537109375,105.4972915649414,82.93168640136719,31.15999984741211,122.8499984741211,40.35200119018555,9.24666690826416,16.34465789794922,17.81100082397461,32.023406982421875,25.837587356567383,48.709999084472656,3.789248466491699
2013-11-14,309.73,313.39,403.71,276.48,316.79,1315.86,888.93,149.94528198242188,76.89695739746094,1111.43994140625,105.80155944824219,83.38490295410156,31.350000381469727,124.2699966430664,40.50979995727539,9.173333168029785,16.581056594848633,18.3700008392334,31.90591049194336,25.90665626525879,48.9900016784668,3.8056728839874268
2013-11-15,,,,,,,,150.59764099121094,77.04378509521484,1116.199951171875,105.77555084228516,83.38490295410156,31.420000076293945,124.31999969482422,40.51750183105469,9.029999732971191,16.481534957885742,18.458499908447266,31.754858016967773,25.864864349365234,49.0099983215332,3.7939417362213135
2013-11-17,310.59,313.96,403.89,276.67,316.82,1327.19,896.51,,,,,,,,,,,,,,,
2013-11-18,310.77,314.12,403.93,276.63,316.79,1334.14,894.89,150.07073974609375,76.29135131835938,1107.2900390625,105.92327880859375,83.75774383544922,31.139999389648438,122.9000015258789,40.16939926147461,8.10533332824707,16.281869888305664,18.30900001525879,31.2177734375,25.814565658569336,45.83000183105469,3.7024362087249756
2013-11-19,310.94,314.27,403.91,276.68,316.88,1335.31,888.16,149.74449157714844,76.07112121582031,1101.3800048828125,105.74944305419922,83.46532440185547,31.15999984741211,122.94999694824219,40.202701568603516,8.406000137329102,16.310749053955078,18.246999740600586,31.065584182739258,25.655656814575195,46.36000061035156,3.642282247543335
2013-11-20,310.77,314.09,403.67,276.66,316.86,1344.34,887.16,149.27610778808594,75.8875732421875,1099.7900390625,105.65379333496094,83.10714721679688,31.18000030517578,120.12000274658203,40.220001220703125,8.074000358581543,16.16790771484375,18.12849998474121,31.353076934814453,25.583332061767578,46.43000030517578,3.5880250930786133
2013-11-21,310.33,313.66,402.98,276.65,316.9,1344.85,882.82,150.48056030273438,76.65835571289062,1119.6199951171875,105.68852233886719,83.26793670654297,31.700000762939453,119.94000244140625,40.845001220703125,8.140000343322754,16.360666275024414,18.445999145507812,31.623645782470703,25.877628326416016,46.70000076293945,3.616333484649658
2013-11-22,,,,,,,,151.2333526611328,77.0713119506836,1124.9200439453125,105.76681518554688,83.56034851074219,31.790000915527344,119.91999816894531,40.63949966430664,8.092000007629395,16.318601608276367,18.61549949645996,31.767393112182617,25.82307243347168,46.22999954223633,3.5809481143951416
2013-11-24,311.03,314.47,404.11,276.84,316.91,1352.96,887.02,,,,,,,,,,,,,,,
2013-11-25,311.06,314.64,404.25,276.92,316.92,1350.13,884.38,151.0828094482422,77.25483703613281,1124.719970703125,105.82764434814453,83.70661163330078,31.690000534057617,120.45999908447266,40.37200164794922,8.055999755859375,16.442293167114258,18.832000732421875,31.826576232910156,26.174423217773438,44.81999969482422,3.65879487991333
2013-11-26,311.23,314.79,404.39,276.91,316.87,1346.72,879.51,151.1245880126953,77.65860748291016,1134.530029296875,105.91464233398438,83.874755859375,31.719999313354492,119.81999969482422,40.2239990234375,8.033332824707031,16.745559692382812,19.068500518798828,31.581363677978516,26.486736297607422,45.88999938964844,3.6894619464874268
2013-11-27,311.27,314.71,404.29,276.86,316.93,1351.96,875.62,151.49266052246094,78.19998931884766,1141.3299560546875,105.84508514404297,83.88932037353516,31.6299991607666,119.45999908447266,39.63199996948242,8.462667465209961,17.139875411987305,19.335500717163086,31.792757034301758,26.604354858398438,46.4900016784668,3.703615665435791
2013-11-28,311.48,314.88,404.53,276.77,316.98,1358.23,873.89,,,,,,,,,,,,,,,
2013-11-29,,,,,,,,151.39224243164062,78.66798400878906,1142.8900146484375,105.84508514404297,83.82351684570312,31.760000228881836,120.69999694824219,39.759300231933594,8.485333442687988,17.457258224487305,19.680999755859375,32.24089431762695,26.516265869140625,47.0099983215332,3.6800265312194824
2013-12-01,311.98,315.4,405.12,276.87,317.0,1377.79,882.42,,,,,,,,,,,,,,,
2013-12-02,311.93,315.21,404.82,276.95,316.95,1372.33,879.42,150.99911499023438,78.43856048583984,1129.1199951171875,105.61273956298828,83.42603302001953,31.770000457763672,117.58000183105469,39.959999084472656,8.277999877929688,17.305316925048828,19.614999771118164,32.5114631652832,26.38838768005371,47.060001373291016,3.7154107093811035
2013-12-03,312.35,315.71,405.31,276.94,316.95,1364.73,872.78,150.3467559814453,78.3743667602539,1123.780029296875,105.70842742919922,83.63874053955078,32.04999923706055,117.95999908447266,41.09199905395508,9.646666526794434,17.77904510498047,19.232999801635742,32.39310073852539,26.357858657836914,46.72999954223633,3.7130517959594727
2013-12-04,312.17,315.47,404.95,276.92,316.99,1363.86,863.21,150.32997131347656,78.4477767944336,1121.3800048828125,105.51703643798828,83.36739349365234,32.150001525878906,119.95999908447266,41.55009841918945,9.263333320617676,17.737606048583984,19.29800033569336,32.9257926940918,26.480981826782227,48.619998931884766,3.7649495601654053
2013-12-05,311.86,315.04,404.3,276.96,316.93,1368.3,863.25,149.66921997070312,78.34680938720703,1122.469970703125,105.37783813476562,83.18402862548828,32.09000015258789,118.30000305175781,41.64799880981445,9.36533260345459,17.82865333557129,19.22450065612793,32.1309814453125,26.4599609375,48.34000015258789,3.703615665435791
2013-12-06,,,,,,,,151.3420867919922,78.91573333740234,1131.3800048828125,105.32565307617188,83.36007690429688,32.220001220703125,118.55000305175781,41.72999954223633,9.157333374023438,17.58126449584961,19.34749984741211,32.43537902832031,26.773523330688477,47.939998626708984,3.6493592262268066
2013-12-08,312.0,315.1,404.48,277.1,316.96,1371.18,869.76,,,,,,,,,,,,,,,
